id,name,intent,role,region,money,omk_balance,fiat_balance,reputation,stake,rank,capital,goods,energy,insurance,self_created_need_flag,redline_violations,valid_contribution,harmful_contribution,wallet_units
A000,Noble_teacher_000,noble,teacher,R01,2.2902350788860595,0,2.2902350788860595,58.04576012902609,0.0,72,95.3195373340015,9.95031245697525,7.2796047010174725,6.474713396233245,0,0,0.0,0.0,0
A001,Noble_engineer_001,noble,engineer,R03,4.279200393610974,0,4.279200393610974,59.838198413386074,2.3242068930495208,14,104.32825664451587,16.849757757095606,9.899085127329274,6.040093796596753,0,0,0.0,0.0,0
A002,Noble_researcher_002,noble,researcher,R02,10.760456074537078,0,10.760456074537078,60.28125085062279,9.103001360266951,95,106.8227244379084,26.939452075512012,21.012168596006575,5.136504648912542,0,0,0.0,0.0,0
A003,Noble_insurer_003,noble,insurer,R02,7.602948040957578,0,7.602948040957578,72.26018095499452,0.0,50,72.65936023600314,23.743903962213082,12.317826797427589,6.811280953785053,0,0,0.0,0.0,0
A004,Noble_teacher_004,noble,teacher,R03,12.424937981300017,0,12.424937981300017,54.53402810249198,54.0648768812964,56,71.62418263269606,11.003380198076085,15.522076476888719,6.481604576804032,0,0,0.0,0.0,0
A005,Noble_governor_005,noble,governor,R02,8.852773578195999,0,8.852773578195999,75.57150877827978,46.50917919866703,16,96.01641582728469,19.79039835130116,8.016078924993638,4.29368892537566,0,0,0.0,0.0,0
A006,Noble_researcher_006,noble,researcher,R00,13.92762914903003,0,13.92762914903003,54.38333605225533,30.614052195417834,72,92.4178361128115,14.128596311747598,12.003616089957772,4.127666594057447,0,0,0.0,0.0,0
A007,Noble_engineer_007,noble,engineer,R03,20.313127249075194,0,20.313127249075194,59.175253078643266,50.127388284143514,26,89.34085000712048,14.719485687242594,16.85987612861065,6.902461683165013,0,0,0.0,0.0,0
A008,Noble_teacher_008,noble,teacher,R02,4.367605672492316,0,4.367605672492316,74.79426906133003,67.85130642417015,42,91.62173931697363,10.442633227410813,21.32864447176309,5.771591230929237,0,0,0.0,0.0,0
A009,Noble_auditor_009,noble,auditor,R02,4166.851874484707,0,4166.851874484707,77.38152809578285,74.20234196632333,65,128.12339327401983,11.331858688638233,8.850244037274473,4.113704861717451,0,0,0.0,0.0,0
A010,Noble_researcher_010,noble,researcher,R04,7.379648937980593,0,7.379648937980593,90.1213381791921,32.05766322233333,2,72.7043268441932,11.573065878238799,21.984110655164372,6.977316954826416,0,0,0.0,0.0,0
A011,Noble_researcher_011,noble,researcher,R02,3.3960792331250125,0,3.3960792331250125,75.6044958391163,51.97311436589092,12,67.42424392600414,10.817507454018989,11.78064664426243,4.777194479338524,0,0,0.0,0.0,0
A012,Noble_engineer_012,noble,engineer,R00,25.39899623192783,0,25.39899623192783,81.06058834996668,30.884386788699786,65,106.51294928853393,21.76134567540349,19.5125367714093,5.589234635632259,0,0,0.0,0.0,0
A013,Noble_engineer_013,noble,engineer,R00,0.6173513593677785,0,0.6173513593677785,77.97951293812528,42.69048698760996,34,101.24070482439076,14.88421143789807,22.065093757723638,6.085339267266934,0,0,0.0,0.0,0
A014,Noble_auditor_014,noble,auditor,R03,4275.32753320207,0,4275.32753320207,81.70812882623846,40.95875164227267,99,120.7311442442267,21.661343843772308,8.832584660516593,5.305962583248688,0,0,0.0,0.0,0
A015,Noble_insurer_015,noble,insurer,R00,20.011677005201584,0,20.011677005201584,79.67891150461432,52.29806312626084,1,115.87715387116315,22.96084470687581,13.146016761701425,5.337839221822797,0,0,0.0,0.0,0
A016,Noble_auditor_016,noble,auditor,R02,20.070710153478924,0,20.070710153478924,82.98634179139125,47.35807549537492,32,110.97294650878789,22.913906595648328,14.127205087252442,5.882036991926838,0,0,0.0,0.0,0
A017,Noble_producer_017,noble,producer,R03,54.826428275012354,0,54.826428275012354,74.16399398221795,36.585838677013555,39,102.26872726484952,9.57858353323875,15.511491061845707,5.830724840208012,0,0,0.0,0.0,0
A018,Noble_insurer_018,noble,insurer,R04,15.566572413039143,0,15.566572413039143,74.66098659555061,55.77142489468132,36,93.63628179662054,21.679995062335223,22.124013275677708,6.967384074352755,0,0,0.0,0.0,0
A019,Neutral_auditor_019,neutral,auditor,R02,4354.462039878439,0,4354.462039878439,72.12958802558009,67.51412839434275,29,126.70928320620321,37.82303343200682,18.29961427363501,4.1013817727577235,0,0,0.0,39.583484989338764,0
A020,Neutral_insurer_020,neutral,insurer,R00,26.137641030275535,0,26.137641030275535,61.50412573253012,76.1676163122622,59,80.82982338992586,24.17367408882883,16.393042472706057,6.871953038779774,0,0,0.0,10.891863050967313,0
