id,name,class,home_currency,fiat,debt,truth_score,truth_debt,tags
country_e175fb70b6,Kairounion,Country,KAI0,3753529288.823182,0,1173.982507046122,0.5198754139802371,country
country_4f0f10f370,Borealreich,Country,BOR1,3646093807.3162603,0,1256.7157420580538,-0.0,country
country_c5c1d7b452,Umbramark,Country,UMB2,7898881072.110455,0,1203.4176662107964,9.210792654502967,country
country_84c0dcee9d,Junokron,Country,JUN3,1873894911.7570956,0,1161.5409577194241,0.6641498492217378,country
country_f4fe7be71d,Tethysstaat,Country,TET4,1575615816.4191568,0,1154.8873870409896,-0.0,country
country_2a955115e8,Zenitunion,Country,ZEN5,3328194151.9028077,0,1176.1642204367897,-0.0,country
unitednations_eb8f5f3d64,United Nations / Planetary Truth Council,UnitedNations,WK,0,0,125.74485291595843,-0.0,un
centralbank_13954ee795,Central Bank of Kairounion,CentralBank,KAI0,1446873622.9428568,0,59.37414123966943,-0.0,central_bank;financial
commercialbank_2d191cee5b,Meridian Bank Kairounion-1,CommercialBank,KAI0,324421763.5587213,0,39.02407867420557,0.7643644486159579,commercial_bank;financial
commercialbank_eb727b73f8,Union Bank Kairounion-2,CommercialBank,KAI0,235974068.9916243,0,38.946139313713914,0.809647326251665,commercial_bank;financial
centralbank_dc508a12f9,Central Bank of Borealreich,CentralBank,BOR1,1441140777.2407067,0,59.37414123966943,-0.0,central_bank;financial
developmentbank_c51d188de9,Nova Bank Borealreich-1,DevelopmentBank,BOR1,77927601.6127957,0,39.11923251560508,0.7122760638468131,commercial_bank;financial
investmentbank_b39f2d98e6,Meridian Bank Borealreich-2,InvestmentBank,BOR1,454009998.39229184,363631.6615368365,-5.989482293407709,29.769790756188556,commercial_bank;financial
centralbank_e51ac7b353,Central Bank of Umbramark,CentralBank,UMB2,3120609881.4647346,0,59.37414123966943,-0.0,central_bank;financial
investmentbank_0f3e85266b,Union Bank Umbramark-1,InvestmentBank,UMB2,1108353291.0755234,0,38.60184692841482,-0.0,commercial_bank;financial
developmentbank_fe1ee0ac8d,Civic Bank Umbramark-2,DevelopmentBank,UMB2,905718034.4404052,0,38.86544757584328,0.4470405440641768,commercial_bank;financial
centralbank_c5a994a293,Central Bank of Junokron,CentralBank,JUN3,725489942.4308616,0,59.37414123966943,-0.0,central_bank;financial
investmentbank_bae94fd477,Nova Bank Junokron-1,InvestmentBank,JUN3,180401861.57110658,0,38.81950802501564,0.4187325347339266,commercial_bank;financial
developmentbank_9bb74c181a,Meridian Bank Junokron-2,DevelopmentBank,JUN3,248399341.3192504,0,38.60184692841482,-0.0,commercial_bank;financial
centralbank_ad0675b2bf,Central Bank of Tethysstaat,CentralBank,TET4,608377311.4018352,0,59.37414123966943,-0.0,central_bank;financial
developmentbank_47d6760476,Nova Bank Tethysstaat-1,DevelopmentBank,TET4,176998340.95314142,0,38.60184692841482,-0.0,commercial_bank;financial
commercialbank_6e2dbaa97c,Meridian Bank Tethysstaat-2,CommercialBank,TET4,184470562.53353807,0,38.60184692841482,-0.0,commercial_bank;financial
centralbank_b1bb41b53f,Central Bank of Zenitunion,CentralBank,ZEN5,1296410329.5958204,0,59.37414123966943,-0.0,central_bank;financial
