id,name,class,home_currency,fiat,debt,truth_score,truth_debt,tags
country_092641aa06,Kairounion,Country,KAI0,4081186229.588326,0,751.9915243032148,1.85492907500694,country
country_dc6e758bdc,Borealreich,Country,BOR1,3529636046.64341,0,711.9113615892744,0.8029479306301346,country
country_59cc706537,Umbramark,Country,UMB2,7600026904.883114,0,813.7263362595518,0.8786643631196945,country
country_327ff335ab,Junokron,Country,JUN3,1665248320.78937,0,643.8396777083541,0.5062044203947155,country
country_f332f1e610,Tethysstaat,Country,TET4,1700895362.1129203,166051.8627680287,710.2410342775381,34.57661510795272,country
country_d4dfbfc980,Zenitunion,Country,ZEN5,3101498010.6624227,0,658.001904480682,0.6236864802653586,country
country_ac5b6c5d13,Civitasreich,Country,CIV6,9637899622.892267,0,826.8976307142298,0.46654794048288983,country
country_025ce58698,Rheamark,Country,RHE7,2713699676.687233,0,778.8219390852672,0.8807989476707626,country
country_e1722d0dbb,Ioniabund,Country,ION8,1631981487.0134492,0,746.3040100193946,0.1308714634209464,country
country_4f71b7eb19,Ferromark,Country,FER9,737622027.3756553,0,620.7187770186517,0.25970834857966846,country
country_ede97a3ad2,Praxareich,Country,PRA0,7666037718.937977,0,783.685403010696,1.550686718966043,country
country_72ef38fb59,Mirastaat,Country,MIR1,2271776254.7071686,0,749.3773850680512,1.1849131542574345,country
country_3b16b8dc33,Wegakron,Country,WEG2,3129901045.9014506,0,685.1684087053478,0.8521696558007403,country
country_ea0662cfcd,Miraland,Country,MIR3,1404932621.207386,0,752.8436435269783,0.17561139995165473,country
country_b5d07c76f0,Elioskron,Country,ELI4,1577600423.8669243,0,702.7237996626365,0.7285478611334948,country
country_c4150c1ea4,Dorianbund,Country,DOR5,6155083099.813984,0,666.4982131664402,0.9646383264135647,country
country_53343016b7,Gaiakron,Country,GAI6,624148789.8870983,0,693.5484812751876,1.144249827287692,country
country_4ca913eb92,Wegarepublik,Country,WEG7,1221047702.4364915,0,734.1575440556791,1.2520879761535206,country
unitednations_321f06eb44,United Nations / Planetary Truth Council,UnitedNations,WK,0,0,89.39845228409102,2.7004282524518,un
centralbank_30451b40b8,Central Bank of Kairounion,CentralBank,KAI0,1532816738.03644,0,51.67288629449884,3.21802731421008,central_bank;financial
investmentbank_5833ee896c,Union Bank Kairounion-1,InvestmentBank,KAI0,565057190.3847904,0,42.358396236470945,1.9682968055910055,commercial_bank;financial
commercialbank_ac0664a416,Union Bank Kairounion-2,CommercialBank,KAI0,206574025.66971612,0,48.43922771985133,1.4978816396592063,commercial_bank;financial
developmentbank_644145e613,Vector Bank Kairounion-3,DevelopmentBank,KAI0,585980144.8350383,0,45.24423675615311,2.1783833088518816,commercial_bank;financial
centralbank_2161b1bc26,Central Bank of Borealreich,CentralBank,BOR1,1650317168.7639396,0,67.49798404454161,3.427817777869004,central_bank;financial
commercialbank_4e2001a6e8,Trust Bank Borealreich-1,CommercialBank,BOR1,264782818.62724444,0,47.24356608138395,1.127042429620038,commercial_bank;financial
investmentbank_9b036b28dd,Meridian Bank Borealreich-2,InvestmentBank,BOR1,695027157.2267655,0,52.447305625018544,2.6719622823393054,commercial_bank;financial
developmentbank_d9202d76ee,Nova Bank Borealreich-3,DevelopmentBank,BOR1,193314395.76776218,0,46.4746141168253,1.2622241087573158,commercial_bank;financial
centralbank_9cfb788339,Central Bank of Umbramark,CentralBank,UMB2,2750807869.774488,0,76.7857382408352,1.7677517910865428,central_bank;financial
investmentbank_fb986eceb1,Trust Bank Umbramark-1,InvestmentBank,UMB2,1323784404.2876482,0,41.81644226692555,1.5115798505207008,commercial_bank;financial
developmentbank_c2ae2d994d,Union Bank Umbramark-2,DevelopmentBank,UMB2,1196191359.593407,0,33.576228775568225,2.747516138071419,commercial_bank;financial
developmentbank_7104b51f22,Civic Bank Umbramark-3,DevelopmentBank,UMB2,284440792.713954,0,42.98868272334047,2.575162387740312,commercial_bank;financial
centralbank_35e5d1cc8a,Central Bank of Junokron,CentralBank,JUN3,618488477.9966663,0,64.51870632644206,1.2747614470313928,central_bank;financial
commercialbank_b4ee90dc32,Atlas Bank Junokron-1,CommercialBank,JUN3,174252594.62514168,0,35.35338455083804,2.1105500694737582,commercial_bank;financial
developmentbank_72d5b54bb5,Atlas Bank Junokron-2,DevelopmentBank,JUN3,156757404.97674048,0,38.71962346215169,2.447681837627844,commercial_bank;financial
investmentbank_7e0d92eb56,Union Bank Junokron-3,InvestmentBank,JUN3,30988523.206110843,0,39.96594474447142,1.952997512740864,commercial_bank;financial
centralbank_a3a838e361,Central Bank of Tethysstaat,CentralBank,TET4,908468661.3273659,0,55.39393650076182,2.9103185650902814,central_bank;financial
investmentbank_9d1022f8e6,Civic Bank Tethysstaat-1,InvestmentBank,TET4,174279665.27570534,0,43.594313534763316,2.719221547844589,commercial_bank;financial
commercialbank_68b5b83ac3,Union Bank Tethysstaat-2,CommercialBank,TET4,147749547.45026395,0,40.729604899843835,4.251512888898921,commercial_bank;financial
developmentbank_a8bd8b56eb,Union Bank Tethysstaat-3,DevelopmentBank,TET4,225653689.25619295,0,46.35255478092395,4.067136121111623,commercial_bank;financial
centralbank_95c5200ff6,Central Bank of Zenitunion,CentralBank,ZEN5,930879122.3550708,0,57.07350771981319,2.192106206659417,central_bank;financial
commercialbank_83a98733b6,Nova Bank Zenitunion-1,CommercialBank,ZEN5,422981774.4719883,0,36.106454228252254,1.4079530383910888,commercial_bank;financial
developmentbank_39abe51746,Union Bank Zenitunion-2,DevelopmentBank,ZEN5,296170475.72665465,0,45.5719108700883,2.1573885924110745,commercial_bank;financial
