id,category,source,target,name,kind,fiat_value,truth_score
mor_6ac40df34e,𝓔 Economy,industrialcompany_aaf531e581,strategiccompany_832d15644a,purchase/software,purchase,16881.51303739835,28.105502976518103
mor_6454a74c17,𝓔 Economy,platformcompany_e2b4687494,strategiccompany_9f41cc813d,purchase/insurance,purchase,49845.06823839143,28.362033613758246
mor_6ac4c5dfbc,𝓔 Economy,researchcompany_859dacc24a,industrialcompany_0271ae0241,purchase/research,purchase,6865.563128034064,25.088106441525028
mor_86101eb88a,𝓔 Economy,strategiccompany_950f952ce4,researchcompany_ae169b3b9e,purchase/cybersecurity,purchase,157822.18771051805,33.31851133017065
mor_6ab750170c,𝓔 Economy,industrialcompany_c20647ef6f,researchcompany_66ceeda3ee,purchase/mobility,purchase,4201.31346579302,20.812200099218877
mor_9e86edc3f9,𝓔 Economy,industrialcompany_49d21cb2db,mediacompany_27463376e1,purchase/semiconductors,purchase,12355.438248272663,23.119378204476618
mor_c0c10c2d80,𝓔 Economy,researchcompany_0258c52499,researchcompany_c688fc6484,purchase/housing,purchase,30955.359126850526,25.379027674499596
mor_7f958a3f3a,𝓔 Economy,mediacompany_27463376e1,strategiccompany_85d9b580ef,purchase/media,purchase,30641.907700665783,18.27228352882956
mor_ae2f1c137f,𝓔 Economy,industrialcompany_0e50f020fe,mediacompany_2c01a221c1,purchase/construction,purchase,70360.5356577788,34.22220567150083
mor_1f1a196395,𝓔 Economy,industrialcompany_b9ccdc9b08,household_73429be202,purchase/water,purchase,35872.1195888035,26.331237257713877
mor_573d918adb,𝓔 Economy,mediacompany_c31cb0fc3b,industrialcompany_02b5afa4d4,purchase/media,purchase,5551.501023993678,14.584590369935526
mor_32caf768b5,𝓔 Economy,researchcompany_9893388dd2,researchcompany_e2d4a8a238,purchase/biotech,purchase,10165.776321930123,28.44063302318037
mor_4d6a2cfa56,𝓔 Economy,researchcompany_225d160883,household_3fb1072872,purchase/health,purchase,21387.999967571053,25.564919063970773
mor_cc7559df08,𝓔 Economy,industrialcompany_51a04fa49f,industrialcompany_da05a1a16a,purchase/logistics,purchase,109427.03936676588,28.038532747200563
mor_b620a8fe44,𝓔 Economy,strategiccompany_a26b6f68d3,industrialcompany_69771a305f,purchase/cybersecurity,purchase,76193.77813155214,32.8860131496737
mor_a6d16cc2f4,𝓔 Economy,industrialcompany_ab22c49528,strategiccompany_329f0cf511,purchase/water,purchase,5835.881106522579,22.306680984838977
mor_1a41627e6e,𝓔 Economy,researchcompany_7b88cf307c,household_1dc75f19de,purchase/education,purchase,26408.260691494765,30.164874139204656
mor_d9012b6b22,𝓔 Economy,mediacompany_74326dba7d,researchcompany_779973fdc9,purchase/media,purchase,18514.026609422697,16.113770415512377
mor_6321ce0c91,𝓔 Economy,researchcompany_56319603bf,industrialcompany_5d55db6c2b,purchase/luxury,purchase,24994.52411529069,18.71305434765769
mor_9f6af622b4,𝓔 Economy,civiliancompany_7c3dff052d,household_5e566340d5,purchase/law,purchase,235066.99556577127,36.22013501256323
mor_3caa99004a,𝓔 Economy,industrialcompany_e88cf91f7a,platformcompany_7c436108aa,purchase/water,purchase,14540.86705216527,23.850643210709677
mor_f4c79440b9,𝓔 Economy,industrialcompany_24a1a6f59b,industrialcompany_cbdfd50780,purchase/water,purchase,143189.28859769306,31.39073408348461
mor_1b1a655a58,𝓔 Economy,strategiccompany_f2d78175f7,researchcompany_3bdedc4987,purchase/cybersecurity,purchase,29828.46634626127,28.789651493326268
mor_08cfe83946,𝓔 Economy,platformcompany_9f42961b53,researchcompany_a56843d087,purchase/agriculture,purchase,101922.31951351032,34.88305934468698
mor_c2f580feab,𝓔 Economy,mediacompany_1536d47881,mediacompany_c6283a5fe9,purchase/culture,purchase,56763.90252410924,20.00129962307253
mor_6ef915d164,𝓔 Economy,industrialcompany_da05a1a16a,industrialcompany_3343b849ee,purchase/food,purchase,44218.35639741674,28.4728663902354
mor_b3edd5e6f1,𝓔 Economy,platformcompany_ffba134c47,mediacompany_e9acf66ce4,purchase/agriculture,purchase,33277.49993533392,23.469984409603015
mor_2416b47067,𝓔 Economy,mediacompany_c7cb24c6fb,researchcompany_90dadc43c8,purchase/culture,purchase,35394.24699931755,18.51664011631424
mor_ce69173171,𝓔 Economy,industrialcompany_a35bb69975,strategiccompany_85d9b580ef,purchase/logistics,purchase,42024.96791171029,23.45846939692707
mor_0c82a9ba11,𝓔 Economy,mediacompany_29b0bde459,strategiccompany_b012a63286,purchase/culture,purchase,6109.361122913282,17.143218570545702
mor_4542705dfa,𝓔 Economy,strategiccompany_b0a13c566c,researchcompany_9634ed211c,purchase/space,purchase,13431.487944197408,28.239265778189587
mor_53d59dcb09,𝓔 Economy,researchcompany_6680823fea,strategiccompany_15055c1202,purchase/education,purchase,35882.09835033779,31.565080579559243
mor_9fcc6bdb11,𝓔 Economy,mediacompany_5178d11c3e,researchcompany_a2d7e57516,purchase/culture,purchase,4859.905942103775,15.732326395893555
mor_6febc15e44,𝓔 Economy,mediacompany_8b4e7101ff,industrialcompany_fb18c45309,purchase/culture,purchase,16567.540208467795,18.724725464947237
mor_7130bcc57c,𝓔 Economy,strategiccompany_d1df8fa7b3,industrialcompany_5c19112e63,purchase/space,purchase,69687.59133915794,31.734374545235205
mor_be9da9b1e0,𝓔 Economy,strategiccompany_b9c0c3b6d5,household_c327897976,purchase/defense,purchase,17526.048210413945,28.10891002677689
mor_639508b255,𝓔 Economy,industrialcompany_4de4489ced,researchcompany_af00a07bec,purchase/construction,purchase,6119.175748908861,28.249033425108536
mor_ffe3556df5,𝓔 Economy,civiliancompany_1ac7513ba9,industrialcompany_3343b849ee,purchase/insurance,purchase,23794.233906113994,24.17376125613049
mor_5e7aadf98f,𝓔 Economy,strategiccompany_6df6172e79,country_c369b0aab2,purchase/cybersecurity,purchase,10468.23202947683,27.938254696930912
mor_6b90ea85b4,𝓔 Economy,platformcompany_7e7c97a504,household_c50f47d7c8,purchase/mobility,purchase,15948.318943338123,24.05279617409552
mor_1912c0e8df,𝓔 Economy,researchcompany_3aa0682761,researchcompany_029f48a322,purchase/luxury,purchase,15293.185688404272,18.578700647270264
mor_7cc347f876,𝓔 Economy,platformcompany_72e1e3c4be,mediacompany_9110e9548b,purchase/mobility,purchase,12799.635319458906,21.83079038524566
mor_2438935926,𝓔 Economy,industrialcompany_0731c09f8b,industrialcompany_45a73a2ac9,purchase/construction,purchase,5844.769927812265,25.133655196670137
mor_2cf6fe30cf,𝓔 Economy,strategiccompany_db9644e0fe,platformcompany_7c436108aa,purchase/cybersecurity,purchase,19304.95481371407,27.736239995211648
mor_54f316329a,𝓔 Economy,industrialcompany_e39259c70a,household_7d5d61bfc0,purchase/logistics,purchase,50419.3236592096,23.941275239597925
mor_21ba9b13b0,𝓔 Economy,platformcompany_c87d1d3cfc,country_c3776c009d,purchase/insurance,purchase,12127.302795054755,22.481597359361018
mor_0524fd51e8,𝓔 Economy,mediacompany_d8dc2497ee,industrialcompany_c9ae0f746d,purchase/health,purchase,16905.300770759244,27.081098734279436
