id,name,class,home_currency,fiat,debt,truth_score,truth_debt,tags
country_2d64851898,Kairounion,Country,KAI0,3635801836.3650017,0,1158.1907161224983,-0.0,country
country_0a0756cc7d,Borealreich,Country,BOR1,3694848633.2552185,0,1174.8684492205655,-0.0,country
country_f9ce52032b,Umbramark,Country,UMB2,8180391325.086852,0,1111.148685892729,-0.0,country
country_38e4125219,Junokron,Country,JUN3,1854674690.0820076,0,1120.4784501299257,-0.0,country
country_ec170fbc1e,Tethysstaat,Country,TET4,1601389745.0131476,0,1122.563504233888,1.9875401105818225,country
country_5250a46b94,Zenitunion,Country,ZEN5,3206928619.8225327,167037.1768603083,1113.141311828752,156.61256405731442,country
unitednations_67669245b0,United Nations / Planetary Truth Council,UnitedNations,WK,0,0,125.74485291595843,-0.0,un
centralbank_ab389a39c6,Central Bank of Kairounion,CentralBank,KAI0,1446873622.9428568,0,59.37414123966943,-0.0,central_bank;financial
commercialbank_d2170e9d75,Meridian Bank Kairounion-1,CommercialBank,KAI0,324527704.29538244,0,38.60184692841482,-0.0,commercial_bank;financial
commercialbank_dcc5f3ae0b,Union Bank Kairounion-2,CommercialBank,KAI0,236043093.38028944,0,38.60184692841482,-0.0,commercial_bank;financial
centralbank_4b3db91066,Central Bank of Borealreich,CentralBank,BOR1,1441140777.2407067,0,59.37414123966943,-0.0,central_bank;financial
developmentbank_48092dff5a,Nova Bank Borealreich-1,DevelopmentBank,BOR1,77949160.97178286,0,38.71299819615366,0.44298804963194055,commercial_bank;financial
investmentbank_98499c49b3,Meridian Bank Borealreich-2,InvestmentBank,BOR1,454083831.06087744,0,38.89176513951621,0.4374704350954607,commercial_bank;financial
centralbank_78d372b570,Central Bank of Umbramark,CentralBank,UMB2,3120609881.4647346,0,59.37414123966943,-0.0,central_bank;financial
investmentbank_253d5a9f75,Union Bank Umbramark-1,InvestmentBank,UMB2,1108310736.4352736,0,38.80188884867456,0.4023243225538389,commercial_bank;financial
developmentbank_ad6976468a,Civic Bank Umbramark-2,DevelopmentBank,UMB2,905932807.8494699,0,38.60184692841482,-0.0,commercial_bank;financial
centralbank_4edddd79d8,Central Bank of Junokron,CentralBank,JUN3,725489942.4308616,0,59.37414123966943,-0.0,central_bank;financial
investmentbank_505e82d519,Nova Bank Junokron-1,InvestmentBank,JUN3,180186333.56699333,0,38.969512350451296,0.8535922493429368,commercial_bank;financial
developmentbank_768b289292,Meridian Bank Junokron-2,DevelopmentBank,JUN3,248107892.701506,0,39.247599476798456,1.3002565196351965,commercial_bank;financial
centralbank_a0a6347672,Central Bank of Tethysstaat,CentralBank,TET4,608377311.4018352,0,59.37414123966943,-0.0,central_bank;financial
developmentbank_d18e703665,Nova Bank Tethysstaat-1,DevelopmentBank,TET4,176914041.63640478,0,38.83006439137549,0.42048813317557165,commercial_bank;financial
commercialbank_fb51772b74,Meridian Bank Tethysstaat-2,CommercialBank,TET4,184456761.2666788,0,38.76782407286477,0.3663706793851002,commercial_bank;financial
centralbank_b41012698c,Central Bank of Zenitunion,CentralBank,ZEN5,1296410329.5958204,0,59.37414123966943,-0.0,central_bank;financial
developmentbank_f4f1060202,Vector Bank Zenitunion-1,DevelopmentBank,ZEN5,321221045.45335704,0,38.80748066768321,0.5013626858796187,commercial_bank;financial
investmentbank_d66c7a1d67,Union Bank Zenitunion-2,InvestmentBank,ZEN5,259718074.07685208,0,38.71730494680205,0.4969864214088077,commercial_bank;financial
mutualdefensepact_82a3421b1c,Shield Compact 1,MutualDefensePact,WK,0,0,63.70170255451414,-0.0,defense_org
maritimesecurityleague_81f1649354,Harbor Compact 2,MaritimeSecurityLeague,WK,0,0,82.74297233983087,-0.0,defense_org
cyberdefensecompact_9ebb88e93d,Cipher Compact 3,CyberDefenseCompact,WK,0,0,109.79023055761033,-0.0,defense_org
household_03b06dc473,Household Bloc Kairounion-1,Household,KAI0,6351424.456557788,0,29.1102753865145,-0.0,economic
household_412302e823,Household Bloc Kairounion-2,Household,KAI0,9342559.933343766,0,22.141858454285355,-0.0,economic
platformcompany_fa3a417f09,Insurance Works Kairounion-1,PlatformCompany,KAI0,18638.35166038164,92809227.94910276,-303.39248543289597,598.359692361757,company;economic
mediacompany_f3bc88044c,Insurance Guild Kairounion-2,MediaCompany,KAI0,16865257.14447419,0,415.07961852065165,-0.0,company;economic
mediacompany_56b44e9c33,Law Guild Kairounion-3,MediaCompany,KAI0,56666.54794804106,1267827.8401874704,305.28809999786995,16.723672065290522,company;economic
industrialcompany_bf5533003b,Construction Foundry Kairounion-4,IndustrialCompany,KAI0,102591.97267971507,25296476.697429605,106.35955224491137,347.0974303435984,company;economic
civiliancompany_3eb7d05ea7,Health Systems Kairounion-5,CivilianCompany,KAI0,61012.149574032206,97962949.44716537,-348.93810894786884,767.6963229750031,company;economic
strategiccompany_439a1601f0,Space Works Kairounion-6,StrategicCompany,KAI0,24854939.264387414,0,307.04704722074257,-0.0,company;economic
industrialcompany_d44c0213ac,Semiconductors Guild Kairounion-7,IndustrialCompany,KAI0,35406.69716365935,72727927.58688852,-248.71869170197144,509.91531009564477,company;economic
platformcompany_d8ec02743d,Health Trust Kairounion-8,PlatformCompany,KAI0,97346.39256705878,130125196.21093887,-375.85628100182873,874.9363680584072,company;economic
household_c578e851fc,Household Bloc Borealreich-1,Household,BOR1,17632035.618993398,0,27.644037631182446,-0.0,economic
