id,category,source,target,name,kind,fiat_value,truth_score
mor_a41c23f1d0,𝓔 Economy,strategiccompany_580778f21d,researchcompany_2b7076fa38,purchase/agriculture,purchase,156608.82890684326,30.20738366217308
mor_defae60b4a,𝓔 Economy,strategiccompany_76067bf7a4,industrialcompany_3b360dbafe,purchase/agriculture,purchase,37174.07074288792,26.701824420463826
mor_dd7324a0d4,𝓔 Economy,strategiccompany_937a5e49c7,industrialcompany_fa518e57b8,purchase/space,purchase,18110.584172255094,29.098161528686436
mor_3cc1f4001f,𝓔 Economy,strategiccompany_68d9348a5f,industrialcompany_5ab5c94457,purchase/finance,purchase,23538.030227364827,23.357176045898562
mor_526d1af5aa,𝓔 Economy,strategiccompany_4b59ccd91d,strategiccompany_68d9348a5f,purchase/space,purchase,21785.35305249179,29.626642902758753
mor_e5fb17c062,𝓔 Economy,mediacompany_162e9d779b,industrialcompany_ba86053e4a,purchase/insurance,purchase,7511.243314106136,22.803847866840474
mor_7357715613,𝓔 Economy,civiliancompany_de597b71ae,industrialcompany_5ab5c94457,purchase/housing,purchase,4660.0705399934695,21.207921826982986
mor_4d09fb03b9,𝓔 Economy,cyberdefensecompact_751fe62314,country_e175fb70b6,defense-support,defense,0.0,14.93745162322504
mor_b0d0b8a56e,𝓔 Economy,researchcompany_24b31ebd90,strategiccompany_c12d09865b,purchase/biotech,purchase,4288.165004362028,25.00405882557875
mor_1558d12662,𝓔 Economy,industrialcompany_54a09f67b0,strategiccompany_76067bf7a4,purchase/water,purchase,36413.187436609354,27.726892905767887
mor_8702b90793,𝓔 Economy,strategiccompany_541b74eb79,household_4175b9838a,purchase/cybersecurity,purchase,10159.171082432294,26.130585153795057
mor_8dc954fff9,𝓔 Economy,researchcompany_9dfddf58f4,industrialcompany_244f137a94,purchase/food,purchase,89667.27919715414,31.092361327706204
mor_1913da1517,𝓔 Economy,strategiccompany_8cfa40c900,industrialcompany_ba86053e4a,purchase/cybersecurity,purchase,14091.1929149167,27.019897941032134
mor_307b69f491,𝓔 Economy,mediacompany_1f21eed75b,industrialcompany_35d2c57fa1,purchase/food,purchase,3020.4570699649107,22.160749825219714
mor_fbbd1f0ad7,𝓔 Economy,mediacompany_9865f29a7c,country_e175fb70b6,purchase/law,purchase,2970.2678710434266,23.492062455084653
mor_d9234dcaaa,𝓔 Economy,industrialcompany_d2aaf89c4a,platformcompany_9d363e292b,purchase/semiconductors,purchase,38451.5721573782,29.089872387684256
mor_916b2dfaea,𝓔 Economy,mediacompany_b9ad1f9a3e,industrialcompany_49e8f3d215,purchase/health,purchase,6954.675703875995,25.680920097251157
mor_87c45cc898,𝓔 Economy,mediacompany_6fa0052f76,strategiccompany_68d9348a5f,purchase/media,purchase,23010.597787564617,17.224460828766144
mor_c010d3e65d,𝓔 Economy,industrialcompany_fa518e57b8,household_219ad450a4,purchase/finance,purchase,5967.5081274902905,20.31646305306717
mor_2e4b1848b5,𝓔 Economy,maritimesecurityleague_8a275998d3,country_c5c1d7b452,defense-support,defense,0.0,16.06294679311141
mor_5ba7785846,𝓔 Economy,industrialcompany_f63a5f14d8,industrialcompany_b8b87b71a7,purchase/construction,purchase,23663.113456332707,29.20245771044365
mor_82c453a794,𝓔 Economy,mediacompany_706faf7ff4,mediacompany_b5e466b072,purchase/culture,purchase,22612.15025264529,18.223024177700182
mor_d5e01d683a,𝓔 Economy,strategiccompany_88a26dc64c,household_521e525c6f,purchase/defense,purchase,24984.37545452608,30.196810664963373
mor_00fce5c421,𝓔 Economy,researchcompany_d5bd2f398b,mediacompany_9446ab1446,purchase/biotech,purchase,97802.17882306618,33.95940019559754
mor_89c48ce13c,𝓔 Economy,industrialcompany_54a09f67b0,strategiccompany_712676ca10,purchase/water,purchase,5081.945868588282,22.725461520439495
mor_0b368ca79d,𝓔 Economy,strategiccompany_4b59ccd91d,industrialcompany_b8b87b71a7,purchase/space,purchase,52792.35771397927,32.15874160272891
mor_18243b62cd,𝓔 Economy,civiliancompany_78550143c2,researchcompany_24b31ebd90,purchase/luxury,purchase,115436.18219409764,22.16221980696673
mor_d3466aa3ea,𝓔 Economy,strategiccompany_c12d09865b,household_4175b9838a,purchase/space,purchase,52025.348559717546,32.11687354124844
mor_b610b5e432,𝓔 Economy,researchcompany_88e2bf98d5,household_219ad450a4,purchase/biotech,purchase,7295.123862977352,26.52556212818242
mor_eba80d8e2b,𝓔 Economy,mediacompany_9446ab1446,industrialcompany_35d2c57fa1,purchase/tourism,purchase,57624.526581066355,18.387057804420333
mor_b62314638b,𝓔 Economy,industrialcompany_b8b87b71a7,household_219ad450a4,purchase/logistics,purchase,5301.357974877178,19.86210937917727
mor_d669e52e06,𝓔 Economy,strategiccompany_937a5e49c7,household_219ad450a4,purchase/space,purchase,6142.99445975272,26.005417451347736
mor_97cf455039,𝓔 Economy,industrialcompany_3b360dbafe,country_c5c1d7b452,purchase/insurance,purchase,24744.797513594167,25.709763346709
mor_41f919de57,𝓔 Economy,platformcompany_259e340f7f,strategiccompany_76067bf7a4,purchase/insurance,purchase,25136.156620465885,25.748012746707673
mor_ca9da1e8e3,𝓔 Economy,strategiccompany_712676ca10,strategiccompany_937a5e49c7,purchase/defense,purchase,29824.99286060674,30.70654532669169
mor_9992ec0f53,𝓔 Economy,researchcompany_a4109018b5,industrialcompany_b192a167b9,purchase/education,purchase,15345.74173073336,26.203043131269002
mor_5d4d4d7e49,𝓔 Economy,industrialcompany_ba86053e4a,household_0b07418a82,purchase/software,purchase,89768.89808427912,31.925629502029715
mor_41d5b43903,𝓔 Economy,maritimesecurityleague_8a275998d3,country_4f0f10f370,defense-support,defense,0.0,16.06294679311141
mor_ff9ebf02f8,𝓔 Economy,industrialcompany_244f137a94,mediacompany_9865f29a7c,purchase/housing,purchase,4523.145425963187,21.1367678550212
mor_f6ff70b0fd,𝓔 Economy,industrialcompany_49e8f3d215,household_2d8b8dfa7c,purchase/construction,purchase,19904.165842222083,28.718942861919697
mor_306b6efc78,𝓔 Economy,civiliancompany_ae5004bd33,mediacompany_b5e466b072,purchase/insurance,purchase,11313.847305411708,23.802244103399683
mor_b4a04cadb9,𝓔 Economy,industrialcompany_5ab5c94457,industrialcompany_7e30d7f531,purchase/construction,purchase,8297.458479786044,26.273395783138344
mor_a0f0967083,𝓔 Economy,strategiccompany_541b74eb79,civiliancompany_de597b71ae,purchase/cybersecurity,purchase,41927.82463251798,29.983912391972844
mor_eb8739aa2a,𝓔 Economy,strategiccompany_c12d09865b,country_2a955115e8,purchase/space,purchase,48841.00856153042,31.93618678761416
mor_39a4013641,𝓔 Economy,industrialcompany_54a09f67b0,strategiccompany_712676ca10,purchase/water,purchase,257017.78791415444,32.69053734346137
mor_0bd1da564f,𝓔 Economy,industrialcompany_244f137a94,strategiccompany_88a26dc64c,purchase/housing,purchase,94890.0179415318,28.399299811091627
mor_b21d13ba6a,𝓔 Economy,strategiccompany_8cfa40c900,strategiccompany_5041105e16,purchase/cybersecurity,purchase,13439.564384903251,26.891199036476095
mor_9815321e60,𝓔 Economy,researchcompany_9dfddf58f4,strategiccompany_c12d09865b,purchase/food,purchase,29511.95697461476,28.164785042471113
mor_cdbed7e6f1,𝓔 Economy,industrialcompany_35d2c57fa1,country_e175fb70b6,purchase/construction,purchase,32365.57028110215,30.0778204548433
mor_6e0eab310c,𝓔 Economy,researchcompany_2b7076fa38,strategiccompany_68d9348a5f,purchase/biotech,purchase,3242.932511050966,24.204127173275626
mor_f1f35c9549,𝓔 Economy,mediacompany_706faf7ff4,strategiccompany_76067bf7a4,purchase/culture,purchase,62170.7788443324,19.95529798372509
mor_a6bb2dbf06,𝓔 Economy,industrialcompany_fa518e57b8,platformcompany_259e340f7f,purchase/finance,purchase,47201.5413639972,24.899041875881185
mor_bccdb862bc,𝓔 Economy,civiliancompany_4b072d04df,strategiccompany_712676ca10,purchase/health,purchase,14650.322324734945,27.754923866105628
mor_2221aa83e3,𝓔 Economy,industrialcompany_37fca1886c,strategiccompany_712676ca10,purchase/logistics,purchase,28882.81313274277,23.58054592518626
mor_832e2ea849,𝓔 Economy,strategiccompany_937a5e49c7,industrialcompany_5ab5c94457,purchase/space,purchase,18988.234567377265,29.233535940133915
mor_bdee9aa8b0,𝓔 Economy,industrialcompany_5ab5c94457,industrialcompany_35d2c57fa1,purchase/construction,purchase,10391.27857776072,26.902297093666338
mor_0ed900687a,𝓔 Economy,strategiccompany_4b59ccd91d,strategiccompany_8cfa40c900,purchase/space,purchase,55816.70319593709,32.318104465625275
mor_c11919429e,𝓔 Economy,researchcompany_24b31ebd90,strategiccompany_76067bf7a4,purchase/biotech,purchase,9015.562753952134,27.13192810101456
mor_5524e761a8,𝓔 Economy,industrialcompany_7e30d7f531,civiliancompany_78550143c2,purchase/water,purchase,43279.63852136579,28.165670093361722
mor_c51a043bba,𝓔 Economy,mediacompany_9446ab1446,civiliancompany_4b072d04df,purchase/tourism,purchase,23869.64056693983,16.99316784358973
mor_6a04ce410e,𝓔 Economy,strategiccompany_5041105e16,household_219ad450a4,purchase/defense,purchase,67123.83731377793,33.04142820049771
mor_33f86b75c9,𝓔 Economy,industrialcompany_49e8f3d215,mediacompany_b9ad1f9a3e,purchase/construction,purchase,3482.0929466483067,23.846745431685495
mor_9a8f7a3c7a,𝓔 Economy,mediacompany_9446ab1446,mediacompany_9865f29a7c,purchase/tourism,purchase,60794.36203979471,18.471749106883443
mor_2443ee49d7,𝓔 Economy,mediacompany_1f21eed75b,household_350ca561d6,purchase/food,purchase,9420.957202283944,25.156862559245955
mor_d1a05a9a1d,𝓔 Economy,mediacompany_6fa0052f76,platformcompany_259e340f7f,purchase/media,purchase,616.3247178433779,11.397456382514228
mor_5171699beb,𝓔 Economy,strategiccompany_937a5e49c7,mediacompany_6fa0052f76,purchase/space,purchase,82081.47759989883,33.42132474095644
mor_1b90c0f178,𝓔 Economy,industrialcompany_3b360dbafe,mediacompany_706faf7ff4,purchase/insurance,purchase,102384.32820148164,29.17136923609193
mor_bb56f24805,𝓔 Economy,mediacompany_b9ad1f9a3e,researchcompany_88e2bf98d5,purchase/health,purchase,14611.216261130141,27.747483115523526
mor_565e8ee464,𝓔 Economy,strategiccompany_712676ca10,country_2a955115e8,purchase/defense,purchase,8970.346653731005,27.24859542281268
mor_59036b4870,𝓔 Economy,mediacompany_cf13ba0e2c,platformcompany_9d363e292b,purchase/culture,purchase,9073.441800407287,16.6591183304851
mor_a41b540807,𝓔 Economy,industrialcompany_b192a167b9,country_4f0f10f370,purchase/construction,purchase,90318.80379768864,32.94634033652659
mor_7eab592e97,𝓔 Economy,mediacompany_162e9d779b,mediacompany_9865f29a7c,purchase/insurance,purchase,5661.106001040362,22.114645173383035
mor_535f0c22e4,𝓔 Economy,industrialcompany_f63a5f14d8,household_d6e2ccde95,purchase/construction,purchase,37649.496453672095,30.500510686840542
mor_222cb0bca3,𝓔 Economy,strategiccompany_580778f21d,household_4175b9838a,purchase/agriculture,purchase,5076.737700821591,21.849117210173926
mor_39c1d6f2d8,𝓔 Economy,commercialbank_eb727b73f8,industrialcompany_f63a5f14d8,loan-origination,loan,45554.2803224159,5.2124999999999995
mor_f7bbaed266,𝓔 Economy,cyberdefensecompact_751fe62314,country_4f0f10f370,defense-support,defense,0.0,14.93745162322504
mor_515367f451,𝓔 Economy,industrialcompany_b8b87b71a7,civiliancompany_de597b71ae,purchase/logistics,purchase,4443.105461738871,19.47477880298994
mor_97213b219d,𝓔 Economy,industrialcompany_d2aaf89c4a,industrialcompany_37fca1886c,purchase/semiconductors,purchase,77306.73340998273,30.94473887090751
mor_049296b729,𝓔 Economy,strategiccompany_88a26dc64c,industrialcompany_7e30d7f531,purchase/defense,purchase,56014.748307074675,32.52066445082071
mor_ba7c25a59a,𝓔 Economy,civiliancompany_de597b71ae,industrialcompany_5ab5c94457,purchase/housing,purchase,14611.694373233435,23.93473099374977
mor_4b732d0ae9,𝓔 Economy,industrialcompany_54a09f67b0,household_0b07418a82,purchase/water,purchase,50197.26235439681,28.542288654191257
mor_879d7242e2,𝓔 Economy,mediacompany_1f21eed75b,mediacompany_b9ad1f9a3e,purchase/food,purchase,6486.948572110137,24.173977277200922
mor_4d04511304,𝓔 Economy,industrialcompany_5ab5c94457,strategiccompany_76067bf7a4,purchase/construction,purchase,15242.785138798863,27.973162817449495
mor_c89a2cf2af,𝓔 Economy,strategiccompany_4b59ccd91d,strategiccompany_c12d09865b,purchase/space,purchase,4493.874841501447,25.111310827862823
mor_119e7dabbd,𝓔 Economy,industrialcompany_49e8f3d215,civiliancompany_4b072d04df,purchase/construction,purchase,494173.75600834907,37.6968734804457
mor_1d3697ca2e,𝓔 Economy,strategiccompany_937a5e49c7,strategiccompany_5041105e16,purchase/space,purchase,36143.444656475425,31.0748928500683
mor_a6751e51d4,𝓔 Economy,industrialcompany_d2aaf89c4a,household_431cd36f5f,purchase/semiconductors,purchase,31652.268744499637,28.57305683548371
mor_ce3f549b68,𝓔 Economy,platformcompany_9d363e292b,civiliancompany_78550143c2,purchase/health,purchase,7883.83672537832,26.029987869462655
mor_b0be987a00,𝓔 Economy,mediacompany_9865f29a7c,industrialcompany_5ab5c94457,purchase/law,purchase,29251.719374756813,29.910253749601846
mor_417f91a71e,𝓔 Economy,strategiccompany_712676ca10,mediacompany_706faf7ff4,purchase/defense,purchase,39982.8547411356,31.550191368380634
mor_ef35c0ef57,𝓔 Economy,industrialcompany_35d2c57fa1,researchcompany_d421cf680f,purchase/construction,purchase,35651.303799745205,30.348081798688014
mor_c1859c461a,𝓔 Economy,civiliancompany_ae5004bd33,country_4f0f10f370,purchase/insurance,purchase,2135.1097843715665,19.738449314256023
mor_ab3fc90ad1,𝓔 Economy,researchcompany_24b31ebd90,industrialcompany_d2aaf89c4a,purchase/biotech,purchase,6846.003605241886,26.343606185822306
mor_f6104a6ced,𝓔 Economy,strategiccompany_541b74eb79,industrialcompany_244f137a94,purchase/cybersecurity,purchase,187758.85515986144,34.0593111702943
mor_7a03347346,𝓔 Economy,industrialcompany_37fca1886c,industrialcompany_d2aaf89c4a,purchase/logistics,purchase,8677.337365717724,20.942848585926413
mor_318a4de395,𝓔 Economy,industrialcompany_b192a167b9,industrialcompany_3b360dbafe,purchase/construction,purchase,9309.81050397769,26.595141115909534
mor_51242a5888,𝓔 Economy,industrialcompany_7e30d7f531,researchcompany_24b31ebd90,purchase/water,purchase,6621.803604791176,23.39761612391504
mor_cdff73cfbe,𝓔 Economy,researchcompany_d5bd2f398b,researchcompany_9dfddf58f4,purchase/biotech,purchase,28383.29599443394,30.41628552120301
mor_6e2d16fd30,𝓔 Economy,researchcompany_9dfddf58f4,mediacompany_6fa0052f76,purchase/food,purchase,69429.02131090206,30.418487822891148
mor_114c3f7396,𝓔 Economy,strategiccompany_712676ca10,household_d6e2ccde95,purchase/defense,purchase,83478.47902309008,33.669053857052745
mor_5e834e1541,𝓔 Economy,mediacompany_9865f29a7c,industrialcompany_ba86053e4a,purchase/law,purchase,25152.945487022516,29.486605844284355
mor_ec398f1ab0,𝓔 Economy,mediacompany_b5e466b072,household_2d8b8dfa7c,purchase/luxury,purchase,34896.318969855856,19.995451363995876
mor_8ed4522e84,𝓔 Economy,strategiccompany_c12d09865b,country_4f0f10f370,purchase/space,purchase,7467.521123374389,26.563908291421672
mor_c64522138c,𝓔 Economy,industrialcompany_35d2c57fa1,country_4f0f10f370,purchase/construction,purchase,6536.326245132689,25.60662452260204
mor_5debc7ebb0,𝓔 Economy,cyberdefensecompact_751fe62314,country_e175fb70b6,defense-support,defense,0.0,14.93745162322504
