day,price_index,basic_price_index,broad_money,net_money,total_liability,created_today,destroyed_today,liability_today,events_today,tx_volume_today,unemployment,avg_health,avg_stress,avg_trust,avg_reputation,gini_positive_money,food_stock_ratio,water_stock_ratio,energy_stock_ratio,oxygen_stock_ratio,spares_stock_ratio,media_truth_index,media_manipulation_index,station_safety,orbit_debris_risk,appeals_granted_total,events_disputed_total,lambda_food,lambda_media,lambda_space
1,112.52519526015091,158.274914227701,8774833.533817168,8774833.533817168,0,7700.816208997803,10.691887605888322,0.0,737,3846.659184218853,0.06666666666666667,0.8466182240743485,0.27966080995966,0.5007933742012421,0.5506018232290113,0.1244018900376942,0.7708602424402903,0.8860012587257365,0.8873088525214593,2.1682911057214467,0.8521510560482639,0.9254534207004157,0.06070002520786646,0.7163777899045827,0.1161843383527023,4,6,9.0,10.5,12.5
2,124.62291728442932,203.2183732447988,8782129.24126537,8782129.24126537,0,7328.5052139471,32.79776574610854,0.0,746,4078.652256704366,0.06666666666666667,0.8681655593163493,0.2725129851959817,0.5075440855359822,0.5570361595873987,0.12081064007485165,0.6063429129855835,0.8362193500776796,0.8153210627936066,2.11980194923838,0.8220386597314233,0.6982616089257354,0.10106685168290913,0.7269722951963474,0.11242150574506744,5,7,8.998248085238679,10.497956099445126,12.622542452904257
3,139.37980342138542,257.9585417665011,8789859.728069704,8789859.728069704,0,7751.465406378044,20.97860204490431,0.0,763,5009.378515951088,0.06666666666666667,0.8863948505242074,0.2628848042803507,0.5175330028151794,0.5638011065634344,0.1309169538077326,0.4474615575664871,0.7899895830570084,0.7435671653970005,2.073558284362771,0.7915432370445336,0.8907159417888568,0.06334600829262058,0.7324822591729182,0.10713135266784693,5,7,9.064417061271774,10.491223450546036,12.614447244108923
4,149.19738855016166,282.79112041357376,8797221.365246484,8797221.365246484,0,7497.590315353719,135.95313857250866,0.0,747,4650.347165797116,0.06666666666666667,0.8993114126826737,0.25969250801120736,0.5278495536026597,0.5701845150311303,0.13804473335382506,0.31653377352809337,0.745757129923998,0.6758542042519964,2.027053686875391,0.7637418809419941,0.8901545618623887,0.06079215799779062,0.7391847427878493,0.1039948887052658,6,9,9.12609431930801,10.478778934390627,12.599484194922063
5,162.86979663154213,313.510485067981,8804398.465799727,8804398.465799727,0,7399.283782485018,222.18322924329044,0.0,764,4720.280422067276,0.06666666666666667,0.9049334904075942,0.26122184716339314,0.5378101175522468,0.576395916453647,0.14712576940012734,0.2063426285974527,0.7060673333328675,0.6061189404585622,1.9802530112149237,0.7315858622464072,0.8701595270179356,0.09502205514455572,0.7450348985516098,0.09923133870382815,7,11,9.184856712267669,10.462550779039752,12.579971770035892
6,202.48226685739,359.4047284093336,8811292.588127278,8811292.588127278,0,7169.6577561074055,275.5354285534734,0.0,762,5471.898374821505,0.06666666666666667,0.9116440168898191,0.262782925062825,0.5441622916237433,0.5823445581733323,0.16102042530066574,0.08461999348819521,0.6504438273585857,0.532559378562212,1.9321624498285237,0.7050011408209031,0.781103639730171,0.12211684945336404,0.7453805052088684,0.09536129790521722,11,15,9.239323745772701,10.44106612526423,12.554139031567704
7,216.25964964887197,386.96794720377363,8817752.716560097,8817752.716560097,0,6767.266950598938,451.049422377951,0.0,754,5715.534059711369,0.06666666666666667,0.9042254706380389,0.26834028431676976,0.5537788410601964,0.5878174810401064,0.16845742820555287,0.0,0.6000582069563289,0.4621743861829228,1.8919395982712948,0.6733418515439836,0.8832073380069405,0.10690470101507217,0.7427401375172735,0.09064089885987296,12,18,9.280492489246049,10.404354775652633,12.509998004058522
8,224.92711071848208,409.8903152365232,8822638.297597146,8822638.297597146,0,5625.711661941995,740.1306248955785,0.0,745,4156.272894904082,0.06666666666666667,0.8807909599380996,0.2919178531427447,0.5620762443354194,0.591900684537481,0.17853798535594545,0.0,0.5712802370927171,0.3904715668051951,1.858377030617666,0.6410866103296425,0.8870311954992879,0.06714620259953462,0.7444168273116887,0.08725790912576115,19,32,9.317086023824137,10.362479926742884,12.459648483345608
9,236.17162886175618,440.66418150142965,8827465.022223914,8827465.022223914,0,5556.999913326919,730.2752865589201,0.0,742,3766.046207899503,0.06666666666666667,0.8576888943595397,0.31332054996499326,0.5706215097642227,0.5959141526992546,0.18171437894403253,0.0,0.5549708638724767,0.32429118523880446,1.8337845887462718,0.6230650108565154,0.8744272478376666,0.06264117043405461,0.7478678294613078,0.08233549197601381,22,37,9.350818340409756,10.317457410970508,12.405514267952633
10,244.50920716595442,458.7254142965687,8832179.882033976,8832179.882033976,0,5454.229934847057,739.3701247859761,0.0,769,3295.708973298152,0.06666666666666667,0.8402483104298649,0.33412123751630285,0.5799403937502448,0.5999256389373191,0.18399640623223612,0.0,0.5139289789496188,0.2611860382075337,1.8094380712935916,0.5977924954720354,0.891270016642194,0.09806205584879193,0.7508328700365566,0.07858937083287826,26,43,9.380759544707258,10.268347005533258,12.346464851891177
11,250.4869480339216,470.9021944003677,8836168.198877698,8836168.198877698,0,4924.527049589022,936.2102058653337,0.0,760,2972.4331201628693,0.06666666666666667,0.8287529133012767,0.3559540238624502,0.5830019591570654,0.603272423796595,0.18402892614587918,0.0,0.4714045100506915,0.2181853757288067,1.7853350190154382,0.5782502700877252,0.5091602630421134,0.16694368009261457,0.7528659147493133,0.07379414021812161,32,52,9.407885743184897,10.216309352238161,12.283895768762548
12,256.51730039940935,480.70348368330394,8840719.586906612,8840719.586906612,0,5291.304652838503,739.9166239255057,0.0,746,3090.2245204929213,0.06666666666666667,0.8166711051814445,0.3741062803209902,0.5905556818022201,0.6070928409362902,0.18227824990666264,0.0,0.414629901234248,0.17488766789031357,1.7614729972600665,0.5638267994359338,0.870815353527857,0.09430386223594309,0.7514003016982616,0.06863090418898081,40,66,9.432997353914413,10.162280569762078,12.218932589832974
13,267.55277881307967,496.3850452030929,8845247.80286693,8845247.80286693,0,5311.546045165552,783.3300848472907,0.0,779,3430.788309395489,0.06666666666666667,0.8030096447514316,0.39319178580014996,0.6007778780099502,0.6108768010266631,0.17981938207459391,0.0,0.3758902881334112,0.13168039779483176,1.7378495957222482,0.5458847722454176,0.9103035456920001,0.09934891785597233,0.7499993205361403,0.06377694519130284,46,75,9.456058907484062,10.106274857648481,12.151592388363053
14,275.1027954143749,501.1571023874723,8849848.233303577,8849848.233303577,0,5257.673861605721,802.1299004349432,0.0,768,3577.176287829936,0.06666666666666667,0.7964087571431905,0.4107614542348878,0.608939938563857,0.6146028648193206,0.17596837482182925,0.0,0.32731946510522647,0.09311912249930965,1.7144624281998082,0.5169704407752252,0.8834731911670055,0.089423573074668,0.7480707953998265,0.060483051314192335,52,86,9.475293126941416,10.04645997748585,12.079672115786556
15,281.7733311226714,507.55450933350915,8853859.107757214,8853859.107757214,0,4972.736519986155,961.8620663487393,0.0,769,3731.6010196227408,0.06666666666666667,0.7832133221480734,0.4324421850367022,0.6130045363895883,0.6179347155002614,0.17383793940581693,0.0,0.283924360768136,0.04744254301433352,1.6913091323525928,0.497052567826888,0.5503580965285341,0.17173789075384807,0.7479720515472748,0.057680674077645114,56,92,9.491903989037507,9.98419854727565,12.004810158033814
16,282.9874393518689,511.0706540650241,8858207.31939294,8858207.31939294,0,5146.908577806164,798.6969420805555,0.0,771,3714.489701339891,0.06666666666666667,0.7715314861554284,0.45125428805272116,0.6214872999274037,0.6215650365571521,0.17066559812843662,0.0,0.2434323728122664,0.0,1.6683873694638494,0.4707741867039284,0.8840352133779071,0.05883183487670693,0.7448564813466039,0.053952431159085636,63,105,9.506187511533222,9.91986396834101,11.927455485743355
17,284.79106009183005,513.0506528556627,8861951.664095407,8861951.664095407,0,4591.480912255656,847.1362097882701,0.0,762,2970.010085846919,0.06666666666666667,0.7579583310360201,0.4711137822631164,0.6300164825906797,0.6246567060364736,0.1672943967311742,0.0,0.17069919679765677,0.0,1.6456948242039935,0.45374884405057314,0.8677667546970624,0.13926583316771954,0.7407183270851174,0.051617565233551,68,113,9.520062981980074,9.855499257293074,11.850064583173811
18,289.2941093873493,515.7250517182744,8865611.42620225,8865611.42620225,0,4536.190477137301,876.4283702939189,0.0,778,2916.503336928587,0.06666666666666667,0.7518700548039325,0.4875341060984083,0.6391524562654897,0.6276690631946183,0.165356990996683,0.0,0.11146050333120963,0.0,1.6232292043967362,0.4334563583443687,0.8593461008640487,0.09903105134161717,0.7376870777278676,0.04857374396040487,71,121,9.533319661069694,9.790895864179165,11.772386693834468
19,293.32721660132165,518.3917511935964,8868908.465207558,8868908.465207558,0,4400.663374283633,1103.6243689786784,0.0,778,3132.7147529760014,0.06666666666666667,0.7465325723172757,0.5043104166457967,0.64422945559221,0.6303418853868527,0.16274502670218083,0.0,0.051717067126160754,0.0,1.6009882407875513,0.41589305709263896,0.6064376092978933,0.12430541326520886,0.735479191302854,0.045624122626034706,75,128,9.544997094282007,9.725088099576258,11.693260691157162
20,295.3360801100133,518.805283876766,8871868.30554764,8871868.30554764,0,4082.793624075811,1122.9532839939875,0.0,755,3060.6167403518457,0.06666666666666667,0.7334471925734604,0.5249036126728062,0.6489483960620586,0.6327184670183256,0.16086292494790877,0.0,0.0,0.0,1.5789696868144585,0.3998946874492898,0.6291837471539227,0.15308970467776617,0.7302620580306363,0.04241269961582987,78,137,9.555256110618844,9.658274482871274,11.612925271071408
