id,name,class,home_currency,fiat,debt,truth_score,truth_debt,tags
country_83f5d48694,Kairounion,Country,KAI0,7488885703.040616,0,1185.979750476954,1.785022304084121,country
country_a576e620a8,Borealreich,Country,BOR1,5682447547.073842,0,1190.4279780264408,1.472635115245401,country
country_65e6eff9fc,Umbramark,Country,UMB2,9676410298.816145,80445.34487303461,1025.0518322991006,67.259357693509,country
country_d71402dde5,Junokron,Country,JUN3,2568314531.825966,0,1030.312955903712,0.9054721592710391,country
country_e5cd54dbe4,Tethysstaat,Country,TET4,1269116117.1493979,0,1157.5240299127136,0.9493448721447287,country
country_e112137b29,Zenitunion,Country,ZEN5,3389776931.563923,0,1351.7226431632782,0.8490025156947799,country
unitednations_09c2d3f7c1,United Nations / Planetary Truth Council,UnitedNations,WK,0,0,90.34532554245669,1.4286227081694314,un
centralbank_6f902e974f,Central Bank of Kairounion,CentralBank,KAI0,1090897324.164716,0,66.30889500551274,4.946570917252218,central_bank;financial
commercialbank_9d8ec08f5d,Meridian Bank Kairounion-1,CommercialBank,KAI0,370416742.4618651,62816.758425663975,-56.05923426254874,88.41519890784707,commercial_bank;financial
commercialbank_b624bb4e0b,Union Bank Kairounion-2,CommercialBank,KAI0,329505416.92000216,0,40.83767899579125,3.1096344983778343,commercial_bank;financial
centralbank_0af15a9a4a,Central Bank of Borealreich,CentralBank,BOR1,1169281140.9993448,0,55.54455907089423,2.7651957997181493,central_bank;financial
developmentbank_22dbf48293,Nova Bank Borealreich-1,DevelopmentBank,BOR1,42378978.2814035,0,37.997340308800446,1.8320895085258617,commercial_bank;financial
investmentbank_d5c3f6fe0b,Meridian Bank Borealreich-2,InvestmentBank,BOR1,585414819.1792294,0,30.482326754065443,4.892867217160257,commercial_bank;financial
centralbank_14bef281bd,Central Bank of Umbramark,CentralBank,UMB2,2493067338.738212,0,63.476396835419,4.727830136088563,central_bank;financial
investmentbank_04ddcdd866,Union Bank Umbramark-1,InvestmentBank,UMB2,1224783142.8428416,0,46.92746162625306,2.215621072278624,commercial_bank;financial
developmentbank_59b1940d43,Civic Bank Umbramark-2,DevelopmentBank,UMB2,1075404379.745005,0,38.11875538577293,2.362773024624366,commercial_bank;financial
centralbank_a5f586ca51,Central Bank of Junokron,CentralBank,JUN3,884589329.8881713,0,75.52106735464636,2.110339287412839,central_bank;financial
investmentbank_87f11b1fa5,Nova Bank Junokron-1,InvestmentBank,JUN3,225986060.83955815,0,28.769110291345925,4.692862107247733,commercial_bank;financial
developmentbank_4392de7203,Meridian Bank Junokron-2,DevelopmentBank,JUN3,287205886.3985685,0,42.9456974955919,1.8749070662015521,commercial_bank;financial
centralbank_a65de99e1c,Central Bank of Tethysstaat,CentralBank,TET4,648180214.7631285,78131.28209042593,-22.655140280277955,62.345433050991346,central_bank;financial
developmentbank_eb7dab4047,Nova Bank Tethysstaat-1,DevelopmentBank,TET4,142194035.27295208,0,42.36482219149573,3.774086418893162,commercial_bank;financial
commercialbank_96017be56b,Meridian Bank Tethysstaat-2,CommercialBank,TET4,115846858.26920359,0,30.98512222757732,3.163134573586744,commercial_bank;financial
centralbank_bcf088a2c2,Central Bank of Zenitunion,CentralBank,ZEN5,2230875565.169406,0,57.59576007895971,3.2738670708680355,central_bank;financial
developmentbank_ec9885c665,Vector Bank Zenitunion-1,DevelopmentBank,ZEN5,324468926.0388037,0,37.036454812043935,4.643143139597372,commercial_bank;financial
investmentbank_7b7b73b7c9,Union Bank Zenitunion-2,InvestmentBank,ZEN5,262808298.98982528,0,44.85807715275372,3.4719254897820435,commercial_bank;financial
mutualdefensepact_65821192db,Shield Compact 1,MutualDefensePact,WK,0,0,61.71451721089039,4.422882856272455,defense_org
maritimesecurityleague_0dba1e5984,Harbor Compact 2,MaritimeSecurityLeague,WK,0,0,75.18439336795367,4.120616209357193,defense_org
cyberdefensecompact_069ffc6d51,Cipher Compact 3,CyberDefenseCompact,WK,0,0,95.42242073833786,1.7977965683886865,defense_org
household_ad9d4a7627,Household Bloc Kairounion-1,Household,KAI0,6488765.916260786,0,27.557237682788607,2.5189019190218263,economic
household_907b22a3be,Household Bloc Kairounion-2,Household,KAI0,17394148.989590965,0,27.259644243751136,2.052324329232949,economic
platformcompany_216e8026ac,Insurance Works Kairounion-1,PlatformCompany,KAI0,25445.027271836996,217231971.45678115,-445.27820761871624,710.6589466645037,company;economic
mediacompany_7d9c8278ac,Insurance Guild Kairounion-2,MediaCompany,KAI0,52018059.27757311,0,409.38540834739075,2.9816976720526336,company;economic
mediacompany_688af84f8f,Law Guild Kairounion-3,MediaCompany,KAI0,57958.57955124116,31087592.549440913,-48.83395085299824,391.7271452402623,company;economic
industrialcompany_c3e3fd4cc5,Construction Foundry Kairounion-4,IndustrialCompany,KAI0,269142.759146247,94234400.8193606,-184.97649261502173,529.5003872014631,company;economic
civiliancompany_9c3efe010d,Health Systems Kairounion-5,CivilianCompany,KAI0,0.0,63992632.20172387,-164.19014323841859,649.770295674302,company;economic
strategiccompany_cbc82a961d,Space Works Kairounion-6,StrategicCompany,KAI0,10875955.903504949,0,529.9826986613946,1.7500641879729977,company;economic
industrialcompany_26355ab627,Semiconductors Guild Kairounion-7,IndustrialCompany,KAI0,66433.3972810592,33764603.47402951,-61.61300879431887,409.1487303790453,company;economic
platformcompany_0a1668f808,Health Trust Kairounion-8,PlatformCompany,KAI0,256540.80759094816,69571638.50797117,0.2622428424116947,358.6789329073127,company;economic
household_b250921964,Household Bloc Borealreich-1,Household,BOR1,22856139.572499577,0,21.847607026381308,1.1508493589573658,economic
household_3900b274fc,Household Bloc Borealreich-2,Household,BOR1,34957666.084901735,0,27.661456103873892,2.0038120509982247,economic
strategiccompany_07ff1367f3,Cybersecurity Trust Borealreich-1,StrategicCompany,BOR1,15192.572881309126,52822697.576584935,17.23574887510412,355.50664783711767,company;economic
researchcompany_9e88143b9e,Biotech Foundry Borealreich-2,ResearchCompany,BOR1,48161.4509845515,10592914.848313902,59.582316422809726,181.0863873774518,company;economic
strategiccompany_8aa59f923d,Space Foundry Borealreich-3,StrategicCompany,BOR1,0.0,61370423.40488984,-4.687042460984379,290.0753584973484,company;economic
civiliancompany_f2bbe4ac68,Insurance Foundry Borealreich-4,CivilianCompany,BOR1,259003.18630152373,34724165.40942445,101.18740116072863,242.3550198975601,company;economic
industrialcompany_e62e17a34d,Housing Works Borealreich-5,IndustrialCompany,BOR1,39072.62186056199,21430393.95160301,165.1137004509604,184.60070648752168,company;economic
industrialcompany_0849795b1c,Logistics Works Borealreich-6,IndustrialCompany,BOR1,157604.14753998342,115391698.47593927,-343.4453150922612,589.8723005719107,company;economic
civiliancompany_ff1c3f9185,Housing Works Borealreich-7,CivilianCompany,BOR1,0.0,23425341.315969247,-91.16003261421746,345.34076882974676,company;economic
mediacompany_a3e8b7b2e9,Tourism Guild Borealreich-8,MediaCompany,BOR1,49347.04589973815,14360336.584215006,-11.428238916150859,209.0615279244223,company;economic
household_67502c800d,Household Bloc Umbramark-1,Household,UMB2,9074109.963129675,0,34.234889803399014,1.6601008244330502,economic
household_6f659662d3,Household Bloc Umbramark-2,Household,UMB2,20498672.48104516,0,24.555708453345556,3.320357692028953,economic
industrialcompany_682c40b9e7,Insurance Labs Umbramark-1,IndustrialCompany,UMB2,31804.843551200003,91531905.13913397,-181.8552612782375,476.2153296988588,company;economic
industrialcompany_5e6609a0c6,Construction Guild Umbramark-2,IndustrialCompany,UMB2,106936.1209801017,177329227.92098254,-406.58058200817214,812.3789455704857,company;economic
industrialcompany_96cd1616d1,Energy Foundry Umbramark-3,IndustrialCompany,UMB2,307312.96594761335,2831557.8363734283,257.46933834139617,26.132984050579203,company;economic
civiliancompany_dfb11afbd5,Luxury Systems Umbramark-4,CivilianCompany,UMB2,2106950.9761448423,0,301.03305268868286,0.8868900674314953,company;economic
researchcompany_0afdf5b30a,Research Guild Umbramark-5,ResearchCompany,UMB2,8279616.317477245,0,347.2946762083327,1.1610936305731356,company;economic
strategiccompany_a37a4038e4,Cybersecurity Trust Umbramark-6,StrategicCompany,UMB2,44259.06294772871,107900739.27944927,-241.32445434700435,613.0124778847018,company;economic
strategiccompany_1f9cfb14e1,Agriculture Systems Umbramark-7,StrategicCompany,UMB2,66876779.99728494,0,374.0205719890299,1.84932428752268,company;economic
mediacompany_198cd0d849,Food Guild Umbramark-8,MediaCompany,UMB2,67056269.29309088,0,396.4482824626748,1.7939250338925583,company;economic
household_e0b7b7aff2,Household Bloc Junokron-1,Household,JUN3,14064487.892642597,0,28.40023626079736,1.2278135291846823,economic
household_49de239304,Household Bloc Junokron-2,Household,JUN3,6871709.330701244,0,34.361932662484755,2.698822827604306,economic
mediacompany_f8e741cdce,Media Guild Junokron-1,MediaCompany,JUN3,107761.08418214385,73518084.73501527,-443.18647744465176,660.4665400191936,company;economic
industrialcompany_8b457b6314,Construction Trust Junokron-2,IndustrialCompany,JUN3,159875.40692114574,41807218.970590316,-124.49670970909695,494.8772010592599,company;economic
strategiccompany_e44859eea6,Agriculture Labs Junokron-3,StrategicCompany,JUN3,429820.0355729406,49233967.666753374,-291.4745434300812,476.3253935917598,company;economic
strategiccompany_4370c670b1,Defense Arc Junokron-4,StrategicCompany,JUN3,72920.2196952538,179336147.25902873,-451.090223973056,757.7706568036004,company;economic
industrialcompany_d005d688f0,Software Trust Junokron-5,IndustrialCompany,JUN3,320623.1801849368,116434873.86035043,-621.2259959520926,907.2406924047784,company;economic
researchcompany_fa6bb40e2e,Biotech Works Junokron-6,ResearchCompany,JUN3,11118729.761560667,0,644.1429645661138,2.3690494691129533,company;economic
strategiccompany_0f055a88e2,Finance Systems Junokron-7,StrategicCompany,JUN3,38182.00398448206,79433853.39481382,-216.8581896733213,436.4587046797819,company;economic
industrialcompany_727b5ff63d,Construction Arc Junokron-8,IndustrialCompany,JUN3,27218.613076546862,35022151.19924548,154.35479573196417,342.9137780949662,company;economic
household_0bd90ceeab,Household Bloc Tethysstaat-1,Household,TET4,15317765.672998086,0,24.05975765076159,3.518546466923067,economic
household_7d320cf16c,Household Bloc Tethysstaat-2,Household,TET4,9868263.7284786,0,27.083526575929376,2.92365528066211,economic
industrialcompany_9fa6518477,Construction Systems Tethysstaat-1,IndustrialCompany,TET4,135031.5309721361,113785048.24023055,-220.8888697812433,569.9442461729268,company;economic
industrialcompany_a06a6f905b,Finance Guild Tethysstaat-2,IndustrialCompany,TET4,890931.0446280295,0,192.16081918275017,2.383626816558963,company;economic
industrialcompany_19bc9a97af,Water Arc Tethysstaat-3,IndustrialCompany,TET4,0.0,74525015.23856042,-207.7182469603657,598.6753157329315,company;economic
mediacompany_b093b7a3ff,Culture Arc Tethysstaat-4,MediaCompany,TET4,0.0,113568348.24606344,-408.7263934600341,656.9735254189115,company;economic
strategiccompany_bf2870968c,Space Foundry Tethysstaat-5,StrategicCompany,TET4,13191727.655078504,0,397.04478158732803,1.206835976781674,company;economic
strategiccompany_a767c57008,Defense Systems Tethysstaat-6,StrategicCompany,TET4,77072.30552089884,132146777.16937645,-219.13018573674114,562.6075461180782,company;economic
mediacompany_f47a8bb253,Culture Works Tethysstaat-7,MediaCompany,TET4,183628.1796511884,92943365.5359241,-331.0979898611844,506.30286012627397,company;economic
researchcompany_b0f527a301,Biotech Foundry Tethysstaat-8,ResearchCompany,TET4,29321.565285406235,13405804.407414813,-59.565281674970514,510.8541963463447,company;economic
household_9a09f7d05d,Household Bloc Zenitunion-1,Household,ZEN5,19536266.787205473,0,31.5438061109618,1.7573878517806811,economic
household_d90b9d4316,Household Bloc Zenitunion-2,Household,ZEN5,21509554.31513477,0,37.48594350952262,1.5515780179259702,economic
researchcompany_95198cb39c,Education Works Zenitunion-1,ResearchCompany,ZEN5,8847.87614453164,212314982.08915666,-333.40356628013416,631.2536811702087,company;economic
industrialcompany_e9ef1247ca,Logistics Systems Zenitunion-2,IndustrialCompany,ZEN5,27681812.643286597,0,300.47378692933836,0.9795024620421056,company;economic
industrialcompany_6b0fd636b3,Water Labs Zenitunion-3,IndustrialCompany,ZEN5,34183829.16679312,65474.539980441616,330.72659505710106,51.18895088838132,company;economic
mediacompany_9206e7eda9,Health Trust Zenitunion-4,MediaCompany,ZEN5,180409.2985802877,109031011.33859032,-337.58992623319074,638.3087405304487,company;economic
researchcompany_2f31c995aa,Food Labs Zenitunion-5,ResearchCompany,ZEN5,9546.662014144791,82672000.74323675,-108.905986478267,440.79738929411644,company;economic
researchcompany_9ca6db2fa7,Biotech Foundry Zenitunion-6,ResearchCompany,ZEN5,10683665.937413631,530642.5340250683,324.92687454176144,93.991452228397,company;economic
strategiccompany_725912a01c,Defense Works Zenitunion-7,StrategicCompany,ZEN5,53430.26212247499,52592106.40747406,-209.81176911405157,537.1167614475553,company;economic
mediacompany_35cff41845,Luxury Systems Zenitunion-8,MediaCompany,ZEN5,1646995.7435313324,116156.31612000264,232.18161863922987,13.004138123912437,company;economic
