id,category,source,target,name,kind,fiat_value,truth_score
mor_9d7e1a3650,𝓔 Economy,mediacompany_a017801471,researchcompany_278ac11f57,purchase/culture,purchase,140335.48049064167,21.349760042675452
mor_a4b583004c,𝓔 Economy,industrialcompany_c535b2e799,industrialcompany_244fd9df25,purchase/housing,purchase,27055.410644938984,25.40483295889614
mor_d7055e856c,𝓔 Economy,industrialcompany_749c450bb0,industrialcompany_3e6919d78d,purchase/insurance,purchase,15509.422765613124,24.57105449069892
mor_1c14bbc85a,𝓔 Economy,industrialcompany_739e13ef7b,strategiccompany_6599107361,purchase/finance,purchase,20951.395466392507,23.09921830612109
mor_7671f8955c,𝓔 Economy,industrialcompany_244fd9df25,industrialcompany_749c450bb0,purchase/logistics,purchase,22750.748849201416,23.057066703936176
mor_6e51cfc2f7,𝓔 Economy,industrialcompany_9218515631,researchcompany_6c67c1ae9f,purchase/construction,purchase,23637.75697564418,29.199461002592226
mor_e2ff5e0dce,𝓔 Economy,investmentbank_daa68bcf2f,country_aa2ec61124,loan-origination,loan,123342.16918990665,21.2625
mor_53fa458813,𝓔 Economy,civiliancompany_1ed286652c,strategiccompany_e6a9505e07,purchase/health,purchase,40502.27383563919,30.585840429407007
mor_f9d30cd5bb,𝓔 Economy,mediacompany_025ae6452f,mediacompany_9dc51b94fa,purchase/law,purchase,68301.88056937544,32.29002314197397
mor_f987cde2f4,𝓔 Economy,strategiccompany_e056219f87,household_4bde78b74c,purchase/cybersecurity,purchase,13933.64705921525,26.989336010715608
mor_ce960e2e70,𝓔 Economy,researchcompany_278ac11f57,household_72af3df3e2,purchase/education,purchase,10456.981014596498,25.20216297702684
mor_cc92215a78,𝓔 Economy,civiliancompany_e2d2c5d406,researchcompany_2392e67f0b,purchase/luxury,purchase,12217.760363313024,18.094710162952776
mor_62c8eda78b,𝓔 Economy,industrialcompany_7c5186efae,civiliancompany_93c0034d23,purchase/construction,purchase,33438.54016630415,30.16898011235277
mor_f016a96c58,𝓔 Economy,industrialcompany_3e6919d78d,mediacompany_44c6807e62,purchase/software,purchase,8530.732046982483,25.554349861554908
mor_277c1538b7,𝓔 Economy,researchcompany_55e6ac7446,industrialcompany_6be1cb3310,purchase/biotech,purchase,98822.56909293366,33.98912579497156
mor_da39b6c433,𝓔 Economy,strategiccompany_faa3c3127d,mediacompany_44c6807e62,purchase/space,purchase,42253.71901306141,31.521729149867245
mor_cf904a0800,𝓔 Economy,strategiccompany_b91751eb28,mediacompany_ddd577d518,purchase/agriculture,purchase,23506.480149219657,25.584624269554528
mor_6d5d72301e,𝓔 Economy,mediacompany_9dc51b94fa,strategiccompany_bb1b60794f,purchase/culture,purchase,5547.653016795349,15.81658058604636
mor_6a9e56ea38,𝓔 Economy,mediacompany_07ecdd935e,researchcompany_6c67c1ae9f,purchase/luxury,purchase,71291.2317288834,21.289331645067577
mor_1b2eebde4e,𝓔 Economy,cyberdefensecompact_3bd37e5037,country_a1465f1e8b,defense-support,defense,0.0,22.33999806292008
mor_ad25e58819,𝓔 Economy,strategiccompany_44ae8507a4,household_e48743861c,purchase/space,purchase,34668.55121408157,30.955707782779267
mor_fc167d7583,𝓔 Economy,industrialcompany_4bc30f05b3,country_c9d1551ff9,purchase/energy,purchase,59641.44950361414,31.909519136841382
mor_891b3dcbd6,𝓔 Economy,researchcompany_278ac11f57,mediacompany_a017801471,purchase/education,purchase,8743.98519340151,24.73534466784808
mor_2681a13e0d,𝓔 Economy,mediacompany_933d0426b7,researchcompany_f1440d8ca9,purchase/media,purchase,133739.56151371734,20.058609384413472
mor_cc1410ee06,𝓔 Economy,industrialcompany_4bc30f05b3,industrialcompany_8db3eabbab,purchase/energy,purchase,8923.818747993157,26.57867381896965
mor_272f4956ff,𝓔 Economy,strategiccompany_6599107361,industrialcompany_749c450bb0,purchase/cybersecurity,purchase,14572.339549397926,27.111162379504734
mor_c63f2bde6d,𝓔 Economy,industrialcompany_c535b2e799,industrialcompany_fce958e3d3,purchase/housing,purchase,46136.37810725357,26.678453342541673
mor_74727372cb,𝓔 Economy,mediacompany_07ecdd935e,mediacompany_025ae6452f,purchase/luxury,purchase,45399.27659974616,20.471992920666334
mor_d034130634,𝓔 Economy,strategiccompany_e6a9505e07,industrialcompany_c535b2e799,purchase/space,purchase,11070.831663626615,27.69022582307881
mor_2f59a9cadc,𝓔 Economy,strategiccompany_b91751eb28,household_eeebd5cd28,purchase/agriculture,purchase,10856.432960505641,23.701654410906954
mor_34b10f12b5,𝓔 Economy,industrialcompany_5514371c81,household_4bde78b74c,purchase/construction,purchase,7233.753208503867,25.889968350236565
mor_fae129a9b0,𝓔 Economy,platformcompany_7c9292dff2,strategiccompany_e16d54dc6b,purchase/health,purchase,12367.436269456337,27.283362075207503
mor_1ead7ed7f0,𝓔 Economy,industrialcompany_9218515631,strategiccompany_faa3c3127d,purchase/construction,purchase,3276.30995242206,23.676524104095243
mor_0cc8a2d1c1,𝓔 Economy,platformcompany_2dfdeac3a7,household_e48743861c,purchase/insurance,purchase,11789.297712754866,23.902578599209022
mor_af649d9677,𝓔 Economy,civiliancompany_93c0034d23,industrialcompany_749c450bb0,purchase/insurance,purchase,42754.07930609885,27.04272182294738
mor_083f2a674c,𝓔 Economy,developmentbank_ba344d08c6,mediacompany_83dc2ac310,loan-origination,loan,37912.938147877314,23.5125
mor_5df34ce150,𝓔 Economy,strategiccompany_e056219f87,industrialcompany_5514371c81,purchase/cybersecurity,purchase,2403.092411816446,22.212547556921773
mor_2fb4bbe367,𝓔 Economy,mediacompany_9dc51b94fa,industrialcompany_244fd9df25,purchase/culture,purchase,48984.5540761623,19.547008015253386
mor_6f22cab104,𝓔 Economy,strategiccompany_44ae8507a4,industrialcompany_238cce7eaa,purchase/space,purchase,9946.019397502392,27.38374475247734
mor_d13e2a2fb7,𝓔 Economy,mediacompany_44c6807e62,country_23f2f56e83,purchase/food,purchase,35588.00002723075,28.657963731554982
mor_5fa37ac3bc,𝓔 Economy,industrialcompany_6be1cb3310,household_64d5cfd47a,purchase/construction,purchase,15328.92502261327,27.988913528702447
mor_7859421969,𝓔 Economy,strategiccompany_2fe1d6eac7,industrialcompany_5514371c81,purchase/defense,purchase,3629.231785905199,24.644393838045143
mor_36c2cf00ff,𝓔 Economy,industrialcompany_fce958e3d3,household_e48743861c,purchase/logistics,purchase,41990.02430380406,24.401335216752955
mor_5b4302c80d,𝓔 Economy,strategiccompany_e16d54dc6b,country_927e88dc5e,purchase/agriculture,purchase,12353.409495144058,24.016502462858366
mor_544037e23d,𝓔 Economy,civiliancompany_f045a70d00,researchcompany_6c67c1ae9f,purchase/housing,purchase,20190.23221931091,24.706392126601234
mor_a387241621,𝓔 Economy,industrialcompany_244fd9df25,platformcompany_7c9292dff2,purchase/logistics,purchase,75990.62160193546,25.702506794870338
mor_2f94a3527f,𝓔 Economy,industrialcompany_8db3eabbab,strategiccompany_e056219f87,purchase/water,purchase,2268.5990384359297,20.677490487951413
mor_34092e02c2,𝓔 Economy,researchcompany_f1440d8ca9,strategiccompany_b91751eb28,purchase/food,purchase,62906.87640639192,30.15860958239869
mor_06aec2dc73,𝓔 Economy,strategiccompany_18069b5271,industrialcompany_749c450bb0,purchase/defense,purchase,13110.057797677844,28.340718490278864
mor_2bda8b7797,𝓔 Economy,mediacompany_ddd577d518,strategiccompany_2fe1d6eac7,purchase/insurance,purchase,38085.711519358134,26.76088027013795
mor_8582f959fc,𝓔 Economy,industrialcompany_fe08fddb18,household_c5103c001b,purchase/construction,purchase,16015.60511427396,28.111396961407365
mor_e31dd62dfd,𝓔 Economy,industrialcompany_9218515631,civiliancompany_93c0034d23,purchase/construction,purchase,30690.971418516543,29.92932543913833
mor_d0e36c3736,𝓔 Economy,strategiccompany_2fe1d6eac7,strategiccompany_b91751eb28,purchase/defense,purchase,3224.1748930512636,24.303852291576234
mor_685d75cf6c,𝓔 Economy,strategiccompany_e056219f87,strategiccompany_2fe1d6eac7,purchase/cybersecurity,purchase,6742.723859173868,25.01641355524549
mor_532557eb6c,𝓔 Economy,maritimesecurityleague_c70a00827b,country_a1465f1e8b,defense-support,defense,0.0,13.306988102050173
mor_3c82790852,𝓔 Economy,industrialcompany_749c450bb0,platformcompany_7c9292dff2,purchase/insurance,purchase,93176.14093902754,28.94164737365367
