id,name,class,home_currency,fiat,debt,truth_score,truth_debt,tags
country_927e88dc5e,Kairounion,Country,KAI0,3678845277.5947595,0,1115.0226226257348,-0.0,country
country_a1465f1e8b,Borealreich,Country,BOR1,3731288630.3303127,0,1120.51812409691,-0.0,country
country_23f2f56e83,Umbramark,Country,UMB2,8051319129.891853,125607.31115963713,1125.5756116805849,74.0892606513563,country
country_c9d1551ff9,Junokron,Country,JUN3,1854717203.2463834,0,1095.6735537448621,3.365777036778237,country
country_51a057f897,Tethysstaat,Country,TET4,1564174474.8311422,0,1130.3878604357626,-0.0,country
country_aa2ec61124,Zenitunion,Country,ZEN5,3322278621.4985666,165954.72312753677,1089.3252271648685,156.67084112860164,country
unitednations_c2abfb5f1a,United Nations / Planetary Truth Council,UnitedNations,WK,0,0,125.74485291595843,-0.0,un
centralbank_3d5387b3f1,Central Bank of Kairounion,CentralBank,KAI0,1446873622.9428568,0,59.37414123966943,-0.0,central_bank;financial
commercialbank_3c675f1ee2,Meridian Bank Kairounion-1,CommercialBank,KAI0,324472944.18083465,0,38.806619984392036,0.4118395830051247,commercial_bank;financial
commercialbank_e6284542c9,Union Bank Kairounion-2,CommercialBank,KAI0,236043093.38028944,0,38.60184692841482,-0.0,commercial_bank;financial
centralbank_4bd93265f7,Central Bank of Borealreich,CentralBank,BOR1,1441140777.2407067,0,59.37414123966943,-0.0,central_bank;financial
developmentbank_ba344d08c6,Nova Bank Borealreich-1,DevelopmentBank,BOR1,77915482.01231949,0,38.873186451932995,0.8545861454906564,commercial_bank;financial
investmentbank_538cbdce31,Meridian Bank Borealreich-2,InvestmentBank,BOR1,453824244.8366081,0,39.668561543208696,1.6460780775115493,commercial_bank;financial
centralbank_8d298c2b1b,Central Bank of Umbramark,CentralBank,UMB2,3120609881.4647346,0,59.37414123966943,-0.0,central_bank;financial
investmentbank_7e7bbb5835,Union Bank Umbramark-1,InvestmentBank,UMB2,1108226789.2343435,0,39.039917492714395,0.8166329648491107,commercial_bank;financial
developmentbank_e7eb5a71c6,Civic Bank Umbramark-2,DevelopmentBank,UMB2,905825084.3488413,0,38.803584153567044,0.4453059153489298,commercial_bank;financial
centralbank_b7125fa832,Central Bank of Junokron,CentralBank,JUN3,725489942.4308616,0,59.37414123966943,-0.0,central_bank;financial
investmentbank_22df0e4721,Nova Bank Junokron-1,InvestmentBank,JUN3,180474527.51073608,57431.3064323058,21.195653195304224,4.500722437171961,commercial_bank;financial
developmentbank_944714484e,Meridian Bank Junokron-2,DevelopmentBank,JUN3,248399341.3192504,0,38.60184692841482,-0.0,commercial_bank;financial
centralbank_e235d27376,Central Bank of Tethysstaat,CentralBank,TET4,608377311.4018352,0,14.443106792123205,40.25726822751393,central_bank;financial
developmentbank_a91dfea6be,Nova Bank Tethysstaat-1,DevelopmentBank,TET4,176894338.20433557,0,38.88869077708118,0.402149773213319,commercial_bank;financial
commercialbank_0b44d7091d,Meridian Bank Tethysstaat-2,CommercialBank,TET4,184470562.53353807,0,38.60184692841482,-0.0,commercial_bank;financial
centralbank_9accdbe3c6,Central Bank of Zenitunion,CentralBank,ZEN5,1296410329.5958204,0,59.37414123966943,-0.0,central_bank;financial
developmentbank_0d02230429,Vector Bank Zenitunion-1,DevelopmentBank,ZEN5,321539343.53285885,0,38.76041821713165,0.43027567345010953,commercial_bank;financial
investmentbank_daa68bcf2f,Union Bank Zenitunion-2,InvestmentBank,ZEN5,259705395.0581985,0,38.93922621486581,0.8318532561894675,commercial_bank;financial
mutualdefensepact_8a2a62cd32,Shield Compact 1,MutualDefensePact,WK,0,0,63.70170255451414,-0.0,defense_org
maritimesecurityleague_c70a00827b,Harbor Compact 2,MaritimeSecurityLeague,WK,0,0,82.74297233983087,-0.0,defense_org
cyberdefensecompact_3bd37e5037,Cipher Compact 3,CyberDefenseCompact,WK,0,0,109.79023055761033,-0.0,defense_org
household_c5103c001b,Household Bloc Kairounion-1,Household,KAI0,6396302.080069296,0,34.183486609160305,-0.0,economic
household_b5d7cd0b62,Household Bloc Kairounion-2,Household,KAI0,9526075.52426651,0,30.162958718197405,-0.0,economic
platformcompany_2dfdeac3a7,Insurance Works Kairounion-1,PlatformCompany,KAI0,189666.62535711817,51706814.45589008,-227.40638032875836,499.5181646409797,company;economic
mediacompany_ddd577d518,Insurance Guild Kairounion-2,MediaCompany,KAI0,44547844.368872434,0,354.0190701236751,-0.0,company;economic
mediacompany_025ae6452f,Law Guild Kairounion-3,MediaCompany,KAI0,33815940.03424488,0,397.4476690480068,-0.0,company;economic
industrialcompany_9218515631,Construction Foundry Kairounion-4,IndustrialCompany,KAI0,23415.77483447538,78819422.74655314,-60.25987268724009,551.8411346290374,company;economic
civiliancompany_1ed286652c,Health Systems Kairounion-5,CivilianCompany,KAI0,84347.95364603917,71236972.09378962,-330.5958258717333,682.2466489526282,company;economic
strategiccompany_e6a9505e07,Space Works Kairounion-6,StrategicCompany,KAI0,8711.001871372808,102362862.82671133,-46.53754397304384,389.1065973083206,company;economic
industrialcompany_238cce7eaa,Semiconductors Guild Kairounion-7,IndustrialCompany,KAI0,19640.418737089036,17289095.483456325,33.87223142107722,210.95980023754765,company;economic
platformcompany_7c9292dff2,Health Trust Kairounion-8,PlatformCompany,KAI0,177106.8380762241,11293728.404399369,241.03196185447138,199.02344138979214,company;economic
household_ddcd9202e6,Household Bloc Borealreich-1,Household,BOR1,17652345.66675105,0,28.406820209588126,-0.0,economic
household_eeebd5cd28,Household Bloc Borealreich-2,Household,BOR1,27616921.461929053,0,23.058941714841872,-0.0,economic
strategiccompany_6599107361,Cybersecurity Trust Borealreich-1,StrategicCompany,BOR1,6120197.339839483,254245.03656739372,345.44933437020813,60.76269431727629,company;economic
researchcompany_55e6ac7446,Biotech Foundry Borealreich-2,ResearchCompany,BOR1,175670.66266720163,59096680.68124464,-97.87268354098691,497.7841887614753,company;economic
strategiccompany_faa3c3127d,Space Foundry Borealreich-3,StrategicCompany,BOR1,15307.712242563806,124800538.88078825,-362.5065815835788,646.562496394404,company;economic
civiliancompany_93c0034d23,Insurance Foundry Borealreich-4,CivilianCompany,BOR1,94728.50532883704,124810338.31024669,-363.6246567968977,636.2944010561043,company;economic
industrialcompany_c535b2e799,Housing Works Borealreich-5,IndustrialCompany,BOR1,52318341.70041339,0,331.04873162090945,-0.0,company;economic
industrialcompany_244fd9df25,Logistics Works Borealreich-6,IndustrialCompany,BOR1,16528048.185609141,0,283.4586594848845,-0.0,company;economic
civiliancompany_f045a70d00,Housing Works Borealreich-7,CivilianCompany,BOR1,222923.57551502762,17902366.525748927,3.757313324690651,272.97912327389906,company;economic
mediacompany_83dc2ac310,Tourism Guild Borealreich-8,MediaCompany,BOR1,0.0,115836745.86506009,-388.02652341099775,571.8630545288609,company;economic
household_e8e57fdccc,Household Bloc Umbramark-1,Household,UMB2,10248438.59798441,0,27.250171063821796,-0.0,economic
household_4bde78b74c,Household Bloc Umbramark-2,Household,UMB2,17952934.564429164,0,30.042570879697525,-0.0,economic
industrialcompany_749c450bb0,Insurance Labs Umbramark-1,IndustrialCompany,UMB2,121938.75045890253,48789084.35457393,16.178922749183826,310.39962000712217,company;economic
industrialcompany_5514371c81,Construction Guild Umbramark-2,IndustrialCompany,UMB2,13331480.243680665,107820.69450834284,313.15205838970655,89.34124392583789,company;economic
industrialcompany_4bc30f05b3,Energy Foundry Umbramark-3,IndustrialCompany,UMB2,180675.59513527039,48019751.0751599,58.98846698428228,378.35511960225483,company;economic
civiliancompany_e2d2c5d406,Luxury Systems Umbramark-4,CivilianCompany,UMB2,65452.08015011252,53457269.188630916,-339.16777895964657,543.1340212035545,company;economic
researchcompany_2392e67f0b,Research Guild Umbramark-5,ResearchCompany,UMB2,15340.19968345909,27328474.574539073,228.70305506640898,209.56693347674982,company;economic
strategiccompany_e056219f87,Cybersecurity Trust Umbramark-6,StrategicCompany,UMB2,82795.1658344671,16979615.686200436,-143.56876042987224,586.3252319282374,company;economic
strategiccompany_b91751eb28,Agriculture Systems Umbramark-7,StrategicCompany,UMB2,10945365.345822833,0,360.63384164819325,-0.0,company;economic
mediacompany_44c6807e62,Food Guild Umbramark-8,MediaCompany,UMB2,184830.36372530728,12953525.09568613,291.5298798992943,17.35754043880134,company;economic
household_46397bab6d,Household Bloc Junokron-1,Household,JUN3,12775799.857455408,0,26.068040351088467,-0.0,economic
household_64d5cfd47a,Household Bloc Junokron-2,Household,JUN3,10647169.440336647,0,34.74191307534581,-0.0,economic
mediacompany_933d0426b7,Media Guild Junokron-1,MediaCompany,JUN3,98789.17244011955,112998226.46184842,-220.0617278765021,428.5965528059394,company;economic
industrialcompany_fe08fddb18,Construction Trust Junokron-2,IndustrialCompany,JUN3,110260.03643376051,97339351.65545857,-208.43333415887616,649.4459181547736,company;economic
strategiccompany_e16d54dc6b,Agriculture Labs Junokron-3,StrategicCompany,JUN3,272733.872649298,100989912.13201362,-427.2377713788512,810.8022613450792,company;economic
strategiccompany_2fe1d6eac7,Defense Arc Junokron-4,StrategicCompany,JUN3,78912.79413977222,10230868.162442759,76.36155286623405,242.19113836423696,company;economic
industrialcompany_3e6919d78d,Software Trust Junokron-5,IndustrialCompany,JUN3,247399.92177613263,40826863.15410909,-242.9395203276436,629.9113139469155,company;economic
researchcompany_6c67c1ae9f,Biotech Works Junokron-6,ResearchCompany,JUN3,173702.86788241466,86849452.27262568,-74.3513969466499,517.9864182650223,company;economic
strategiccompany_bb1b60794f,Finance Systems Junokron-7,StrategicCompany,JUN3,6635545.213602167,0,290.70947759268086,-0.0,company;economic
industrialcompany_6be1cb3310,Construction Arc Junokron-8,IndustrialCompany,JUN3,122539.8506351435,17568511.569974784,66.65170826251267,382.38183118728347,company;economic
household_e1f5c7db4c,Household Bloc Tethysstaat-1,Household,TET4,12080265.423197635,0,30.31713032451575,-0.0,economic
household_72af3df3e2,Household Bloc Tethysstaat-2,Household,TET4,11827307.995159576,0,37.22194526689275,-0.0,economic
industrialcompany_7c5186efae,Construction Systems Tethysstaat-1,IndustrialCompany,TET4,20242.469062783242,58016937.82997658,-157.8495892799274,509.5912244992559,company;economic
industrialcompany_739e13ef7b,Finance Guild Tethysstaat-2,IndustrialCompany,TET4,72271.81765010596,58920038.70445342,-365.3427760264479,504.5528673622412,company;economic
industrialcompany_8db3eabbab,Water Arc Tethysstaat-3,IndustrialCompany,TET4,114948.0327313438,99653268.1374231,-348.4168886435147,712.4250598526505,company;economic
mediacompany_9dc51b94fa,Culture Arc Tethysstaat-4,MediaCompany,TET4,93546.31690287383,18419698.40779937,-9.130117512388287,313.96770328350726,company;economic
strategiccompany_44ae8507a4,Space Foundry Tethysstaat-5,StrategicCompany,TET4,62419.81277830316,73804394.53676733,17.090662893948608,415.3251098122515,company;economic
strategiccompany_6bda569119,Defense Systems Tethysstaat-6,StrategicCompany,TET4,6343.392755824662,31609809.841996986,-128.9822399549418,523.6359405405665,company;economic
mediacompany_a017801471,Culture Works Tethysstaat-7,MediaCompany,TET4,17752501.658785976,0,254.56545907624306,-0.0,company;economic
researchcompany_d202661832,Biotech Foundry Tethysstaat-8,ResearchCompany,TET4,966.3898342126138,2607646.704538265,119.37048265512085,193.9045022319726,company;economic
household_e48743861c,Household Bloc Zenitunion-1,Household,ZEN5,24900924.24292747,0,33.560318574830404,-0.0,economic
household_8f97d4e73f,Household Bloc Zenitunion-2,Household,ZEN5,19564361.90296017,0,32.60246286385833,-0.0,economic
researchcompany_278ac11f57,Education Works Zenitunion-1,ResearchCompany,ZEN5,164304.02074502813,35519128.20189481,-267.7481262958991,640.6016833327326,company;economic
industrialcompany_fce958e3d3,Logistics Systems Zenitunion-2,IndustrialCompany,ZEN5,5387701.243995399,0,427.8778096392029,-0.0,company;economic
industrialcompany_d95a0e93db,Water Labs Zenitunion-3,IndustrialCompany,ZEN5,35951070.2509175,0,337.9844330592899,-0.0,company;economic
mediacompany_7a8287e1b2,Health Trust Zenitunion-4,MediaCompany,ZEN5,0.0,137390092.586005,-319.2549367421178,679.1215458415543,company;economic
researchcompany_f1440d8ca9,Food Labs Zenitunion-5,ResearchCompany,ZEN5,244690.45587949848,195574283.09620538,-662.2707460521458,943.3978251648078,company;economic
researchcompany_41c38df951,Biotech Foundry Zenitunion-6,ResearchCompany,ZEN5,0.0,28396041.952376172,53.0753795003043,244.3548890886217,company;economic
strategiccompany_18069b5271,Defense Works Zenitunion-7,StrategicCompany,ZEN5,0.0,78079372.92812721,-257.5777136325192,490.90898026459865,company;economic
mediacompany_07ecdd935e,Luxury Systems Zenitunion-8,MediaCompany,ZEN5,27575193.488754783,13458.859197804548,331.27124841754636,13.816715994494011,company;economic
