id,category,source,target,name,kind,fiat_value,truth_score
mor_ebb3539c62,𝓔 Economy,mediacompany_e84271268f,researchcompany_0331ed69d7,purchase/culture,purchase,160330.21476694834,21.57790294179455
mor_9438eea5b8,𝓔 Economy,industrialcompany_080bd4e0fa,industrialcompany_b1ff100641,purchase/housing,purchase,33327.10843774921,25.90234287388323
mor_084632f903,𝓔 Economy,industrialcompany_26db6db383,industrialcompany_d7f0ac49ab,purchase/insurance,purchase,18525.909375768657,25.00424526593427
mor_fbb9d00716,𝓔 Economy,industrialcompany_8bb5add965,strategiccompany_03e18cc6ad,purchase/finance,purchase,28352.463769790622,23.769549928835122
mor_d56b89210a,𝓔 Economy,industrialcompany_b1ff100641,industrialcompany_26db6db383,purchase/logistics,purchase,22027.080102268326,22.98616076183637
mor_638ccb43cd,𝓔 Economy,industrialcompany_22f5b70955,researchcompany_81e0ec98d6,purchase/construction,purchase,50664.674641394624,31.330412589391603
mor_671f10e8e0,𝓔 Economy,civiliancompany_4664f6b07b,strategiccompany_5ae334381d,purchase/health,purchase,38697.57358847996,30.458945528124833
mor_09ad8ad7f5,𝓔 Economy,mediacompany_ec64d34b81,mediacompany_b438544095,purchase/law,purchase,79870.53806638211,32.72913389580877
mor_9963fd00b4,𝓔 Economy,strategiccompany_b1addf01a5,household_8773f2e021,purchase/cybersecurity,purchase,27712.118938909156,28.858310973354442
mor_6c5ca9350e,𝓔 Economy,researchcompany_0331ed69d7,household_ad50e7a326,purchase/education,purchase,4694.365170040414,23.112422613701046
mor_4c8f7048f1,𝓔 Economy,civiliancompany_8b32877686,researchcompany_24abcdce5e,purchase/luxury,purchase,18557.457857048026,18.85170687014968
mor_880cf22ddc,𝓔 Economy,industrialcompany_b64f2e8c61,civiliancompany_7d33b19e63,purchase/construction,purchase,31711.349751588536,30.02074268995054
mor_d7bfb35f07,𝓔 Economy,industrialcompany_d7f0ac49ab,mediacompany_6d06bbc266,purchase/software,purchase,10569.888665576544,26.13453388993674
mor_f926662073,𝓔 Economy,researchcompany_3d94eeebc9,industrialcompany_9f118eef04,purchase/biotech,purchase,58790.24831170756,32.5017270870169
mor_8592537b8f,𝓔 Economy,strategiccompany_92989acbc1,mediacompany_6d06bbc266,purchase/space,purchase,78411.06312786479,33.290452340706025
mor_85fa354d5c,𝓔 Economy,strategiccompany_74c58818fc,mediacompany_234fd1b58c,purchase/agriculture,purchase,15198.097490264872,24.52162926462124
mor_bbc90a3105,𝓔 Economy,mediacompany_b438544095,strategiccompany_82ff5ef5ca,purchase/culture,purchase,7985.727451832331,16.4404267020085
mor_e5194f62d6,𝓔 Economy,mediacompany_c810102c5a,researchcompany_81e0ec98d6,purchase/luxury,purchase,68815.69095662193,21.225321929972882
mor_ac314a389f,𝓔 Economy,investmentbank_e27cdc7b84,researchcompany_62f91e1ba3,loan-origination,loan,35765.23422633564,21.2625
mor_7df415a264,𝓔 Economy,maritimesecurityleague_983bfb4add,country_09065a63e6,defense-support,defense,0.0,15.1329327803283
mor_1419554901,𝓔 Economy,strategiccompany_dba98a6a97,household_aef963d522,purchase/space,purchase,33030.64565222475,30.81725720975623
mor_3f29ade31d,𝓔 Economy,industrialcompany_6ae6cbc388,country_44da160c9d,purchase/energy,purchase,75199.11794368298,32.56000123104423
mor_1a1e3cd565,𝓔 Economy,researchcompany_b7c8ef56b4,industrialcompany_8bb5add965,purchase/biotech,purchase,10385.58691222238,27.53704680578525
mor_89aa12b650,𝓔 Economy,mediacompany_e84271268f,industrialcompany_22f5b70955,purchase/culture,purchase,62455.38166012403,19.963120751039995
mor_7468e8590e,𝓔 Economy,strategiccompany_dba98a6a97,country_c2e63802e8,purchase/space,purchase,20499.464467316466,29.452602632640062
mor_583b0c56f1,𝓔 Economy,strategiccompany_6ff17560a3,researchcompany_62f91e1ba3,purchase/defense,purchase,13024.560388696988,28.32188693234356
mor_47329bbdee,𝓔 Economy,industrialcompany_080bd4e0fa,household_aef963d522,purchase/housing,purchase,35389.471344418846,26.045625849056474
mor_7aaeb94cf3,𝓔 Economy,industrialcompany_b64f2e8c61,researchcompany_8d8050869b,purchase/construction,purchase,53562.08333568962,31.48585767112379
mor_519ff7131c,𝓔 Economy,industrialcompany_9f118eef04,household_7606bc83fc,purchase/construction,purchase,11571.908421596885,27.203071234792937
mor_02df5b61d1,𝓔 Economy,industrialcompany_d7f0ac49ab,mediacompany_6d06bbc266,purchase/software,purchase,150500.1106552411,33.324495931213754
mor_5af673126e,𝓔 Economy,strategiccompany_03e18cc6ad,industrialcompany_9f118eef04,purchase/cybersecurity,purchase,45229.38438044793,30.18995502236472
mor_bf1488ffbc,𝓔 Economy,mediacompany_b438544095,household_6b839180bb,purchase/culture,purchase,15879.445844139518,17.617646878169538
mor_87948c46b5,𝓔 Economy,industrialcompany_b1ff100641,strategiccompany_b3514ef209,purchase/logistics,purchase,52398.811013991806,24.88710156725105
mor_28b91a3ca9,𝓔 Economy,strategiccompany_5ae334381d,civiliancompany_8b32877686,purchase/space,purchase,195166.5489364639,35.89916045561875
mor_79991247c0,𝓔 Economy,researchcompany_24abcdce5e,industrialcompany_9f118eef04,purchase/research,purchase,15833.682578395128,27.723611907775233
mor_d64a6613f2,𝓔 Economy,researchcompany_62f91e1ba3,household_d616e707f0,purchase/food,purchase,9573.268129534203,25.19910847900086
mor_04e30fefe7,𝓔 Economy,industrialcompany_22f5b70955,industrialcompany_6ae6cbc388,purchase/construction,purchase,30642.95674016443,29.924949189838006
mor_b41f8111eb,𝓔 Economy,industrialcompany_26db6db383,industrialcompany_83ed8da03b,purchase/insurance,purchase,27621.105312445776,25.977803529798276
mor_2f93ffa91c,𝓔 Economy,strategiccompany_9199c768b2,household_108d8c9ed5,purchase/defense,purchase,45726.030013845295,31.93651250926332
mor_c936c33590,𝓔 Economy,developmentbank_25bc10869e,researchcompany_8d8050869b,loan-origination,loan,195825.47875020807,23.5125
mor_c0806f4976,𝓔 Economy,strategiccompany_92989acbc1,mediacompany_b438544095,purchase/space,purchase,305494.1002221007,37.181014345304334
mor_239edb7e3f,𝓔 Economy,industrialcompany_26db6db383,researchcompany_8d8050869b,purchase/insurance,purchase,24153.541247543493,25.650814204418072
