day,price_index,basic_price_index,broad_money,net_money,total_liability,created_today,destroyed_today,liability_today,events_today,tx_volume_today,unemployment,avg_health,avg_stress,avg_trust,avg_reputation,gini_positive_money,food_stock_ratio,water_stock_ratio,energy_stock_ratio,oxygen_stock_ratio,spares_stock_ratio,media_truth_index,media_manipulation_index,station_safety,orbit_debris_risk,appeals_granted_total,events_disputed_total,lambda_food,lambda_media,lambda_space
1,111.67746659867022,160.65704983195013,8887181.292756043,8887181.292756043,0,17671.01524708097,18.01859905862707,0.0,1716,8472.064248781113,0.3433333333333333,0.8413923903266506,0.2768413248670954,0.6414083881125927,0.5363360761032325,0.12217918170355224,0.7939236244991796,0.8673020069523039,0.9315496565591421,2.2574014736681076,0.873807308946108,0.7608097748473477,0.19106345025341126,0.6886774319448998,0.11536807388457787,1,1,9.0,10.5,12.5
2,123.76068126258335,207.95465651293682,8903716.609602576,8903716.609602576,0,16775.891577891824,240.5747313586185,0.0,1702,9206.274434982655,0.3433333333333333,0.8624484385544129,0.27240387622179263,0.6462809142253175,0.5422258836459359,0.11734290774161282,0.6345691875171472,0.7808930402452318,0.8849566184903315,2.212809810699186,0.8522409096349713,0.6480318434980135,0.1455597254439683,0.6985437692895091,0.11212081563945414,2,3,8.99808446480035,10.49776520893374,12.62231292978938
3,139.34321445892647,266.6296251832989,8921479.941366244,8921479.941366244,0,17779.484085408727,16.15232173795087,0.0,1705,11621.109468973358,0.3433333333333333,0.8809210095920094,0.2656258768776731,0.654516380620781,0.5485540615400302,0.12794640679521452,0.435564339833709,0.6768812121546546,0.833572825632528,2.167776757542816,0.8267941446902038,0.8554238632556666,0.14897904323306418,0.7045328892953838,0.10726876178653127,3,4,9.064043644142073,10.490791254794065,12.740066855970747
4,149.53861539994028,296.8135172904003,8938709.463154206,8938709.463154206,0,17524.338441364704,294.8166534049678,0.0,1707,11210.688224834505,0.3433333333333333,0.8944316480425478,0.26133388580691364,0.6635452493682497,0.5546492277505944,0.13773111937574356,0.3124147016199622,0.5906580466133325,0.7865150574257921,2.123435294357738,0.7977559832922085,0.8709376498278605,0.09310627896335896,0.7109775543570027,0.10470201882211197,4,7,9.125166636054088,10.477713748408664,12.851427324641902
5,163.8346295071477,323.0687999907662,8955272.009445187,8955272.009445187,0,17059.880280724577,497.33398974300417,0.0,1719,11261.866201172123,0.3433333333333333,0.9021061399625571,0.26210449392221524,0.6719602329739313,0.5604539627660641,0.15244344097997264,0.20593791794889663,0.512265980309546,0.7406301970073386,2.078386474874992,0.7669566146854433,0.864961313835615,0.1126974016229599,0.7119550482597228,0.10131931034766342,6,12,9.183197748224154,10.460661038558259,12.95881645711249
6,198.80241823139073,357.03456600885966,8971534.334953498,8971534.334953498,0,16847.21143529931,584.8859269865911,0.0,1729,11736.171539429879,0.3433333333333333,0.9064291089283063,0.26251428954559286,0.6816841579155457,0.5661708383726293,0.1601448665401719,0.10037595250577422,0.4406799007564179,0.6935436806133354,2.0446813772683545,0.7013220843400718,0.8639144087117718,0.13148688667777245,0.7117834905418343,0.09814546379470435,11,19,9.23665325938763,10.4380482934726,13.060111499843881
7,217.08904995891922,379.0622307211072,8985346.200539447,8985346.200539447,0,14860.10785049531,1410.71532662308,0.0,1753,12594.348503807501,0.3433333333333333,0.9052247885311192,0.2656581089205029,0.6848373441865836,0.5708926670954995,0.16273006153596992,0.002401383305442882,0.38405341196064224,0.6402742290534235,2.0087774285826985,0.672392154183382,0.47324583319987146,0.14565821349014207,0.7125851286832263,0.09599788975059391,13,25,9.278255016390466,10.401846346125065,13.144963690318031
8,226.5467670128404,405.09133581609035,8997021.93130532,8997021.93130532,0,13521.665054931906,1845.934289063425,0.0,1775,8660.479571962338,0.3433333333333333,0.8842900712318491,0.28674551836391726,0.6936019777943465,0.5748601923120893,0.16753322285690397,0.0,0.329650545500327,0.5896115622285099,1.9731104462347204,0.6116362944194851,0.8188809583881775,0.13033494894853587,0.710273568160279,0.09345757835507305,23,38,9.313653770588775,10.358662568486878,13.221295643121891
9,238.3900066527824,439.0630987542871,9008729.656525318,9008729.656525318,0,13606.395566630512,1898.6703466326026,0.0,1769,8700.740952847202,0.3433333333333333,0.8674099491486758,0.30743045194726343,0.7032284285162039,0.5788093696774214,0.17415893712643316,0.0,0.27696756686936425,0.5458895379937712,1.9378202994774663,0.5869045121131133,0.8852054592324284,0.13132000839391497,0.7102244578531597,0.08923300919833102,31,50,9.345869912180213,10.311997439912258,13.293351876462605
10,248.849800398231,463.6838171985866,9020290.72604473,9020290.72604473,0,13452.718669257136,1891.6491498444318,0.0,1777,9481.517734233295,0.3433333333333333,0.8517771819231005,0.3266109813548099,0.7120810123529463,0.5827431125809617,0.1813656565767161,0.0,0.2266187214337537,0.5013159248762301,1.9044308300845068,0.5644277275904248,0.8225257179404994,0.10856674532251401,0.7070525592724983,0.0855425450897382,40,63,9.374028636261226,10.260979232885745,13.359859369437164
