automation_level,capital_stock,current_labor_type,debt_value,education,expense_zw,happiness,health,id,income_zw,kind,last_output,last_profit,name,net_worth,output_good,positive_liquidity,price,primary_labor,sector,unemployed_periods
,,public_service,0.0,0.5543440239612498,1.9586474695876734,0.5289237637292683,0.8002146771100443,H00001,2.105312758892649,household,,,Haushalt H00001,101.8699250690708,,3.9404570726311294,,public_service,,0
,,logistics,0.0,0.6500021194902471,2.027268270479538,0.7066979449761239,0.8727092112716003,H00002,1.7727566266295312,household,,,Haushalt H00002,109.5525247941668,,2.848132446412796,,mining,,0
,,environmental,0.0,0.8072210973501447,2.4416542444258034,0.8357089498334861,0.9155139043958513,H00003,2.2313513269349428,household,,,Haushalt H00003,149.05519737612912,,10.060865943072287,,hospitality,,0
,,logistics,0.0,0.7857010847586366,1.502982750300463,0.35301061471489137,0.7708796591971451,H00004,1.9678127575151527,household,,,Haushalt H00004,118.11752568197649,,1.5878403248831208,,retail,,0
,,teaching,0.0,0.8623231422116084,3.035264096586887,0.9907087854115699,0.9754564217540684,H00005,2.0285300760847664,household,,,Haushalt H00005,158.89362858144256,,8.52921239459954,,craft,,0
,,finance,0.0,0.7719105480070441,2.5760510942114876,0.8870771056050423,0.926623321294962,H00006,2.563507528270821,household,,,Haushalt H00006,155.79641082389722,,8.291756832219944,,finance,,0
,,,0.0,0.7794591100001405,1.1776006489788668,0.9492101011574532,0.9555828561756935,H00007,0.43423354066550734,household,,,Haushalt H00007,150.5702419053376,,3.1097814174540113,,public_service,,1
,,finance,0.0,0.8244549298568483,3.1204690062309264,0.9382326314535478,0.968815462181706,H00008,4.673923280367037,household,,,Haushalt H00008,152.82157183712988,,6.895070836309404,,finance,,0
,,health,0.0,0.9472927788669028,2.8441327587163427,0.9644226458223646,0.9499381633986104,H00009,3.072335846718109,household,,,Haushalt H00009,145.43599872592065,,5.722574616308465,,health,,0
,,,0.0,0.8482404355955759,0.8892735573978444,0.5513977651957235,0.7697324839121684,H00010,0.43423354066550734,household,,,Haushalt H00010,114.99612382016133,,2.1810518289079184,,hospitality,,1
,,security,0.0,0.83555965564437,2.0780699647131615,0.9919363506297839,0.9369486253188755,H00011,2.1651047147094453,household,,,Haushalt H00011,142.68350924721926,,6.850829103011272,,security,,0
,,public_service,0.0,0.8750420002616699,1.8908415932598022,0.9770533559182506,0.8979043065340784,H00012,2.2241838346088474,household,,,Haushalt H00012,144.66392764555624,,3.9212449074301516,,public_service,,0
,,software,0.0,0.7026043261928693,2.2191840182070504,0.9725844870996637,0.9783221151119742,H00013,2.6375946059140634,household,,,Haushalt H00013,159.0248452423797,,9.048601260023682,,software,,0
,,engineering,0.0,0.7693153824656294,3.541476764937357,0.9151874234457467,0.9833115868665414,H00014,5.859267177188941,household,,,Haushalt H00014,172.48015440268816,,6.556617101962739,,engineering,,0
,,teaching,0.0,0.6828764308196236,1.5801958884656677,0.45534620056031666,0.8672213404565416,H00015,2.071062477352375,household,,,Haushalt H00015,108.30633408851607,,4.76405750070164,,hospitality,,0
,,,0.0,0.7464258395767583,0.6748429413599117,0.6885094156794431,0.8767764054944801,H00016,0.43423354066550734,household,,,Haushalt H00016,130.6330346574902,,1.376376673409369,,teaching,,1
,,public_service,0.0,0.6650080959762205,1.8742372538598058,0.989754894927535,0.9016997227958272,H00017,2.2324704848769956,household,,,Haushalt H00017,123.02328481581407,,3.3118221090092312,,public_service,,0
,,engineering,0.0,0.7876354635502713,4.413911460427019,1.0,1.0,H00018,5.859974274416172,household,,,Haushalt H00018,209.4575708577531,,9.788049390285588,,engineering,,0
,,software,0.0,0.8360203152532032,2.0237590663924774,0.9775406390478711,0.8867439358106126,H00019,2.5926143090776246,household,,,Haushalt H00019,132.79358405033258,,4.65390413547871,,manual_basic,,0
,,maintenance,0.0,0.7541363657425095,1.3720450704087632,0.7081361822578036,0.8805067063117209,H00020,2.1065545194202246,household,,,Haushalt H00020,132.86506462608173,,2.4717680034512473,,maintenance,,0
,,manual_basic,0.0,0.8174786623123702,1.5164184343707254,0.88305725118443,0.9026648985467404,H00021,2.266958588380296,household,,,Haushalt H00021,132.3875124118767,,2.0513649794014888,,manual_basic,,0
,,logistics,0.0,0.8871372414855208,2.0599086829698643,0.9402968047381225,0.9707164068449983,H00022,1.7453518498168963,household,,,Haushalt H00022,157.25141531148947,,3.0616939437449613,,retail,,0
