automation_level_avg,avg_price,capital_stock,debt_value,description,firms,inventory,label,last_output,last_profit,last_sales_value,output_good,positive_wallet_value,sector
0.03658444664328851,11.508164491777064,469.68987145955845,0.0,"Erzeugt Nahrung aus Natur, Energie, Maschinen und Arbeit.",6,0.24875673250499894,Landwirtschaft,18.006509473743503,128.03991380391963,183.9506157800089,food,2683.7740469415667,agriculture
0.08516140768095504,16.368798502637873,169.27430664238162,0.0,Gewinnt Rohstoffe und erzeugt ökologische Nebenrisiken.,4,2.3976070422663853,Rohstoffe,3.3038409063330123,21.73032166287231,35.25792083158418,raw_materials,423.40135892289476,mining
0.5007132227815425,19.177708328709112,281.2642770283105,0.0,Erzeugt Strom/Wärme/Treibstoffe; zentrale Produktionsbedingung.,2,0.1869675502911481,Energie,7.046864878787661,101.93715948673363,146.73248120820642,energy,1926.990377305496,energy
0.8894501630440781,35.03212817805419,498.3507499679378,0.0,Verwandelt Rohstoffe und Energie in Geräte und Konsumgüter.,4,1.588754524377347,Industrie,3.2238669196527026,121.73451478951289,154.78093575022604,manufactured_goods,3145.04270692098,manufacturing
0.05734702824665534,11.971563439707754,181.43358361801614,0.0,"Baut Wohnungen, Anlagen und Infrastruktur.",5,0.8758587067391876,Bau,5.857691303523717,-16.93097921848689,59.046070713904946,housing,19.41932861689316,construction
0.04357091103948781,1.8015390967916274,239.72570268855014,0.0,"Heilt, pflegt und stabilisiert menschliche Arbeitsfähigkeit.",9,0.0,Gesundheit,6.627551874395389,-36.14743139125807,11.813293701292894,health_service,8.842295491710267,healthcare
0.054855102233347344,1.0659154206264785,148.44059109388064,0.4829734065144994,Erhöht Fähigkeiten und senkt zukünftige Knappheit.,4,25.053587632775574,Bildung,8.499649306831065,-6.968988563517351,10.139117827199321,education_service,7.3873133045474,education
0.9336998836412633,25.030743167032668,175.0224194251984,0.0,"Bewegt Güter, Menschen und Versorgungsströme.",2,0.1283456963729193,Logistik,2.2095581955093833,43.4696274658488,56.381722238471376,transport_service,1136.9879204493036,logistics
0.5046303643964063,12.573767240701974,309.47425183997746,0.0,Organisiert Marktzugang und Kundenversorgung.,3,7.727370937255641,Handel,3.6661536249713,16.531679524010677,32.31165155240902,retail_service,1857.4292573907928,retail
0.8672264869508592,3.0217468442425055,152.33316388904146,0.11978573254649755,"Allokiert Kredit, Risiko und Zahlungsfähigkeit.",2,8.543724871410252,Finanzwesen,2.9922135795050613,-2.950603020544489,8.69091463145681,finance_service,870.5477597679708,finance
0.06613643206084854,1.3310053540231823,164.53355205180517,0.0,"Schafft Ordnung, Regeln, Gemeingüter und Verwaltung.",5,29.574790411228904,Öffentlicher Dienst,11.1782687995509,-10.092824204648405,15.996241273326325,public_service,3.1002530409255553,public
0.09567991346472862,14.773724305967196,208.124756019102,0.0,"Erzeugt Kultur, Design, Erzählungen und Aufmerksamkeit.",2,20.43400729100007,Kreativwirtschaft,2.5142023949186076,26.858948233954692,34.02763587773796,culture_service,1281.8366590603284,creative
0.06567986459531429,12.108544416472375,209.87941669777592,0.0,"Erzeugt Gastronomie, Tourismus, Unterkunft und Alltagsdienst.",3,1.5413603408200838,Gastgewerbe,1.0732921544672553,13.468758399688046,22.40603634824509,hospitality_service,1300.0950487146742,hospitality
0.05153700100140197,15.590939059647603,231.92476794642835,0.0,"Senkt Abschreibung, hält Systeme lebendig und verhindert Krise.",4,16.602388922617983,Wartung,3.637036136083098,-0.9841610055151193,38.452650056135276,maintenance_service,815.1763221603704,maintenance
1.0158395728729108,2.257581209483134,536.0838710125104,0.0,"Programmiert, automatisiert und erzeugt datenbasierte Produktionsmittel.",5,77.7354276370089,Software/KI/Automatisierung,12.780950577819555,-13.933436970024118,28.29352389616034,automation_service,1245.276593234273,software_ai
0.04681351455784367,4.4030329583952845,258.50870559495627,0.0,"Findet neue Aufgaben, Modelle, Werkzeuge und Generierungsprinzipien.",4,84.71794577942185,Forschung,7.285407235791376,-28.868412069575143,17.964500045718665,knowledge,877.2987653435583,research
0.07306195673018247,34.58616583476031,102.63026735641648,0.0,Repariert ökologische Schäden und stärkt Langzeitresilienz.,1,0.0,Umwelt/Resilienz,0.0,6.437773912038017,9.526752568719663,environment_service,498.4830246013316,environment
0.062221005887575856,0.7678768734557566,166.53223984018203,3.689012764539587,"Schützt Infrastruktur, Menschen, Netze und Vertragsordnung.",5,29.83437499255078,Sicherheit,5.961574748436968,-10.838250609134354,4.850610338066758,security_service,0.7539720223456772,security
