automation_level_avg,avg_price,capital_stock,debt_value,description,firms,inventory,label,last_output,last_profit,last_sales_value,output_good,positive_wallet_value,sector
0.08893714391403056,13.79531762892136,450.23931121593057,0.0,"Erzeugt Nahrung aus Natur, Energie, Maschinen und Arbeit.",4,0.0,Landwirtschaft,11.76176517557972,126.54440972082497,160.9597742251359,food,2754.6833645248253,agriculture
0.05466616216141085,15.510576730107676,175.50753423883603,0.0,Gewinnt Rohstoffe und erzeugt ökologische Nebenrisiken.,4,1.0332001110855638,Rohstoffe,1.863237996773195,24.418844586807708,42.46954290726386,raw_materials,471.9283361458877,mining
0.16301937037393188,23.251765595160315,234.7267929918487,0.0,Erzeugt Strom/Wärme/Treibstoffe; zentrale Produktionsbedingung.,4,0.10616658569825746,Energie,2.9176659368210096,55.30164711178567,88.56162351705471,energy,799.8239542778679,energy
0.24196891476553067,20.21938841588183,482.91547283582975,0.0,Verwandelt Rohstoffe und Energie in Geräte und Konsumgüter.,7,23.511805548376817,Industrie,9.059557062777616,42.981035674225296,112.29677525233181,manufactured_goods,1875.2226284730734,manufacturing
0.05453222260144112,28.11812729923687,207.5145500118091,0.0,"Baut Wohnungen, Anlagen und Infrastruktur.",3,13.55698279781009,Bau,4.78464320329346,10.602505870674483,72.37847133956738,housing,789.1510554957326,construction
0.0758028998677161,6.65258664290949,168.4744141961807,0.0,"Heilt, pflegt und stabilisiert menschliche Arbeitsfähigkeit.",6,1.6619607619559598,Gesundheit,5.494596676042759,-5.164048222698069,26.902919739118403,health_service,15.309947368720227,healthcare
0.058885029674284835,4.122188956524792,108.92395753665295,0.0,Erhöht Fähigkeiten und senkt zukünftige Knappheit.,3,11.71380868122011,Bildung,3.368831935668858,-1.8481858488769571,9.614909828918663,education_service,4.904809487660454,education
0.15842415574789023,15.70566032716609,253.024403510635,0.0,"Bewegt Güter, Menschen und Versorgungsströme.",5,3.766412704842287,Logistik,6.105755743177229,39.48043925815435,67.59616363269897,transport_service,1167.3470460227904,logistics
0.05498101973983818,9.774265561737833,331.79357728022114,0.0,Organisiert Marktzugang und Kundenversorgung.,6,26.639490137835804,Handel,3.1567491773845933,-3.94754796099485,22.451014318869234,retail_service,1376.3269103438886,retail
0.17421223729806035,4.62858835673328,172.5720924919151,0.0,"Allokiert Kredit, Risiko und Zahlungsfähigkeit.",5,46.50056713579714,Finanzwesen,5.261619223219765,-11.49559705714552,6.4410348465305445,finance_service,77.30794015006188,finance
0.034284349285779704,7.0772264737444095,134.9359145003166,0.0,"Schafft Ordnung, Regeln, Gemeingüter und Verwaltung.",4,2.4247440665921873,Öffentlicher Dienst,4.720631922749994,-2.6224192587472848,20.117330307981085,public_service,3.773909766986751,public
0.06283501000255438,9.64478613796524,326.44994469692426,0.0,"Erzeugt Kultur, Design, Erzählungen und Aufmerksamkeit.",5,110.99002427614442,Kreativwirtschaft,7.954579211758444,-7.064952527352089,26.450277457729705,culture_service,1648.694345169382,creative
0.029212516660414498,18.114513860035242,113.5210871172175,0.0,"Erzeugt Gastronomie, Tourismus, Unterkunft und Alltagsdienst.",1,2.0387573517543447,Gastgewerbe,1.397044773467766,9.319726285216039,17.24362083734882,hospitality_service,882.893246930853,hospitality
0.03546976756415483,12.820032615445859,268.2843165182872,0.0,"Senkt Abschreibung, hält Systeme lebendig und verhindert Krise.",5,50.0188056115764,Wartung,5.433192075254662,3.756199303997039,31.1576076384968,maintenance_service,729.3709852888444,maintenance
0.692457322508466,28.629623126148967,307.59349215518773,0.0,"Programmiert, automatisiert und erzeugt datenbasierte Produktionsmittel.",2,0.0,Software/KI/Automatisierung,0.0,49.6549281788444,51.02758336736237,automation_service,2881.9197674270936,software_ai
0.053883948427867395,9.881002535560446,100.28468878220286,0.0,"Findet neue Aufgaben, Modelle, Werkzeuge und Generierungsprinzipien.",3,52.17925283203807,Forschung,4.933353869734464,-28.976309057774856,11.48434625698982,knowledge,577.440978642125,research
0.06733627850117002,28.298633923875318,81.97551340956792,0.0,Repariert ökologische Schäden und stärkt Langzeitresilienz.,1,0.0,Umwelt/Resilienz,0.0,0.0,0.0,environment_service,538.4186194013404,environment
0.026318401303784517,9.815201705275838,88.57950557400336,0.0,"Schützt Infrastruktur, Menschen, Netze und Vertragsordnung.",2,0.187664551604585,Sicherheit,1.4464830591029312,7.019691834372613,13.127577871142263,security_service,139.91610086734676,security
